sid,grp,ntm,pc_coef,rlp_coef,A3minusA4,A3minusA1,aic_diff
86,0,1,1.8073916477935184,0.9455763922545554,33.0,-116.0,216.19067019191948
87,0,2,2.585470080379889,1.770881043220292,15.0,-102.0,218.01249700090307
88,0,2,-0.12717353042088111,1.090890700236203,6.0,66.0,59.17467467502206
89,0,3,-0.16555121662256453,1.101132104822504,8.0,19.0,122.59801901111177
90,0,1,1.447267050682007,-0.8044543420380336,2.0,-49.0,136.84546644469992
91,0,3,-0.2618188984584688,-0.6582417068216877,-57.0,17.0,46.5926319292289
92,0,3,-0.10034146279905287,-0.863438811964426,-10.0,-46.0,36.591406875735515
93,0,2,0.3417238187384743,-0.5112444786227022,19.0,21.0,34.408357913560394
94,0,2,0.7169577196881666,-0.3170641875642827,9.0,-4.0,315.0790346465137
96,0,3,0.17786723255019615,-0.5669995421767489,37.0,-26.0,17.35204677677052
97,0,2,0.8837980830284077,1.8508552549331991,-33.0,-132.0,384.4610669902131
98,0,2,0.84558977429108,0.2609375955959985,31.0,-152.0,144.41456973420418
99,0,1,1.6106291022404218,0.6807525231999157,-4.0,-135.0,158.75672377873116
100,0,2,1.1431972307796996,-0.33591106922782993,7.0,-120.0,227.92987926896348
101,0,3,0.1068808635521464,1.151013422007689,73.0,97.0,178.8973270982499
102,0,2,-1.462256221932999,0.9697233435778047,130.0,152.0,180.41997996695636
103,0,3,0.19309335851675102,-0.3464225993849979,51.0,39.0,-1.9381674802174302
104,0,2,2.1896173326930253,-0.7140290090948385,-60.0,-30.0,358.07753964025744
105,0,3,-0.13161635334910535,0.09631123184415523,-106.0,27.0,86.44709245822537
106,0,2,0.24295855672321806,-0.07250579705505066,-40.0,-6.0,1.3689842548847082
107,0,2,-0.7239398737694082,-0.32188982000732497,33.0,64.0,33.88614819349664
108,0,2,0.563734176312185,-0.6745566848846177,-7.0,-115.0,139.25706582456303
109,0,2,0.36680283717203416,-0.4093583914572268,-9.0,-78.0,113.02379708248259
110,0,3,0.612833558218237,-0.16625171756479873,77.0,40.0,52.46560342883026
111,0,2,0.7230334527326201,-0.3319444472244728,10.0,-59.0,33.50734346055947
112,0,2,0.6637507329240836,-0.5187084899690424,33.0,-96.0,171.41380341123477
113,0,3,0.12689111127903183,0.40497219287723635,70.0,88.0,28.746397305547816
114,0,1,-1.639935914421717,-0.5889858904492388,-192.0,11.0,254.807869578308
115,0,2,0.5355259168059607,-0.08309775051410269,-3.0,-78.0,35.96186252801385
116,0,3,-1.8495942680714277,-0.7054715314512552,-122.0,42.0,178.18434641871272
117,0,3,-0.9236896878981964,-1.2958454621370255,-67.0,5.0,43.679673505341384
118,0,3,0.04686066421496805,0.9746022416360894,22.0,45.0,13.6948229251052
119,0,3,0.158599846741511,-0.4149603097019092,44.0,44.0,21.909170056085372
120,0,2,-0.13213810262199857,-0.664858480405679,-19.0,59.0,47.26230113782003
121,0,3,-0.5067774009495479,0.486907764280183,4.0,73.0,86.3060242695642
122,0,1,0.568141942032277,-0.49666608828259706,79.0,130.0,91.25690474833482
123,0,3,0.09382478944920207,-0.07831520406261366,-21.0,3.0,-4.4472580185355355
124,0,3,0.1554986777631404,0.20461375221683456,-30.0,-61.0,6.586741342937216
125,0,2,-0.8756022942841497,1.2483206610929756,36.0,39.0,285.1825865468328
126,0,3,-0.22698543556899176,0.5247555698724159,-129.0,25.0,151.85125971977595
127,0,2,0.38959108872958786,-0.049443743131541415,41.0,-39.0,46.73501873214718
130,0,3,-0.01692276668641708,-0.3189244178802263,-47.0,0.0,-0.7179739622885108
131,0,3,0.42518057666956055,0.4617999391990302,45.0,-37.0,98.85225465226392
132,0,2,0.8550992357305128,0.6358593022501609,-13.0,-49.0,75.8881417309276
133,0,2,-0.3058949852846586,-0.3361771860035292,-112.0,23.0,109.47984451058028
134,0,2,0.6812369723642457,0.7319940410339826,2.0,-10.0,46.695988448418575
135,0,3,1.0133955595752429,0.13944928174454602,30.0,-154.0,169.3238749152888
136,0,1,1.5354802044230642,0.5105483966267721,2.0,-227.0,502.2663484645125
137,0,2,0.33381732089562566,-0.2794451224980418,16.0,-59.0,9.990707719850775
138,0,3,-0.4594696112648483,-0.09165961773973125,-95.0,37.0,154.5295452891669
139,0,3,-1.4367329856057582,-1.7223809873954827,-97.0,46.0,172.48011242834934
140,0,2,1.638644678470219,0.7190154249871171,32.0,-71.0,267.11836376916665
141,0,1,1.9372059201456557,-0.9195277000087093,21.0,-208.0,531.5396672782205
142,0,2,-0.29761715544930767,0.5988861447007179,-52.0,12.0,80.31644513788547
143,0,1,-0.7309331121869121,0.0064410390011252466,-131.0,19.0,195.4769426802941
144,0,3,-0.41988618498564967,0.03539370841787543,-24.0,-1.0,43.51022219569472
145,0,2,-0.19229305878206487,0.33998044034646274,-86.0,-6.0,92.62779970665724
146,0,1,0.5590426895182996,-0.29047419882717357,62.0,-16.0,86.10714606650401
147,0,2,1.0253097220706793,-0.11683352438163606,38.0,-27.0,90.1284226500693
148,0,1,0.9280842899850519,1.4391596796704234,-32.0,-49.0,130.35829471579245
149,0,3,1.126591064675422,-1.2249658515476067,72.0,52.0,96.82887360757195
150,0,2,1.0118042711853183,-0.8156246552456055,-9.0,-3.0,267.2716733264211
151,0,3,-0.017601746711105433,-0.1312613915062022,86.0,80.0,-0.5215086371247253
152,0,1,2.1323842860369675,0.10501416377664614,16.0,-184.0,570.896579745376
153,0,1,1.1395587989393114,-0.23573030967762312,22.0,-206.0,336.9203209762535
154,1,3,1.1628142168691613,-0.25423809212885917,6.0,-32.0,79.05131622364058
155,1,3,-1.0846975174905338,-1.6473350663165662,34.0,80.0,143.82781138959422
156,1,3,-0.41970083544380493,0.1395097031377578,-50.0,28.0,140.2520144400878
157,1,2,-1.2003211491072516,-0.011161421814110912,-200.0,13.0,375.98588871458196
158,1,1,0.698965649221748,1.017120366308317,-168.0,-3.0,45.68348245054267
159,1,2,1.2676896843132506,0.16237164311742033,-6.0,0.0,122.80316454474814
160,1,3,2.779834232633822,0.1721298862349012,31.0,-40.0,57.98762831424369
161,1,2,1.4840211702507697,0.12589611500180964,9.0,-16.0,287.9658482387399
162,1,3,0.4673746944948355,-0.07849583223374765,41.0,30.0,21.691553687825262
163,1,2,-1.1619004798182082,-0.7484683568929463,-123.0,33.0,206.85374938005498
164,1,3,-0.032605566777359686,-1.09778108652436,-11.0,41.0,1.538343909615378
165,1,1,-1.8452973352673034,-0.1431760507134646,-198.0,26.0,566.8840003973901
166,1,1,1.5527752951350677,-0.7785703694611903,-56.0,44.0,373.77425521474146
167,1,1,-1.1060170479453884,1.2896908206439257,70.0,35.0,192.70039001760642
168,1,3,-1.1751842139761501,-1.3199372489200871,85.0,130.0,250.46132907390745
169,1,3,-0.8309875624227847,-0.43507653165814275,26.0,110.0,165.1851100941185
171,1,3,-0.7151527429174155,-1.0378004391209927,22.0,81.0,136.35554932234902
172,1,3,-0.8527584249982856,-0.16505956928512241,-143.0,6.0,234.1589963778851
173,1,3,-0.08036951379326074,2.764635640045579,-137.0,10.0,323.46953123513174
174,1,2,-0.3349803643302114,-0.016317293127807508,-59.0,23.0,27.026566687908144
175,1,2,0.49932403243402007,0.01887841733991679,-37.0,-48.0,14.070111381660809
176,1,3,-1.2353227181281383,-0.46883814481662767,-100.0,-18.0,64.0975405013869
177,1,1,0.9134997808292437,-0.5590546596984847,1.0,-189.0,358.739926906226
178,1,2,-1.2400997053421647,0.7843037877918912,-89.0,24.0,171.79695782785416
179,1,1,-0.06416249649357268,-1.0540469204707048,134.0,172.0,115.93395090987929
180,1,1,1.3529646310956156,0.026915499131903345,64.0,0.0,96.54131829643336
181,1,3,-0.10986990740633858,0.646193468894389,-92.0,25.0,275.329759153858
182,1,3,0.18065807451012433,3.1021531807298617,58.0,47.0,183.46304538419582
183,1,1,1.2969934897500814,-0.14497220704528355,-11.0,-179.0,291.08364399833965
184,1,2,0.6838821904727176,-0.9706453502737963,164.0,78.0,406.4369735603
185,1,2,0.08744493820752049,-0.2537154720986518,54.0,59.0,-3.9939273625535634
186,1,2,0.34129184289403947,-1.0748990228887563,-8.0,-5.0,174.18244272721313
187,1,2,0.9413757078772699,4.226849060809277,-99.0,19.0,238.93786886479722
188,1,1,-0.8920508047776594,0.19261410008627258,54.0,99.0,152.2241871087342
189,1,1,-2.0916558226480833,-0.026121109069277608,-145.0,-105.0,463.6086071721382
190,1,2,-0.9862184557331124,0.17750876925304995,21.0,56.0,146.27782767207088
191,1,2,-0.2148658349588731,0.025090202047959913,18.0,66.0,24.505371560236654
192,1,3,1.3486699718284334,5.687971440096562,17.0,36.0,90.42567982269225
193,1,3,-3.2641392302570753,-0.33031659516471723,-94.0,43.0,188.3560977991811
194,1,3,-0.22409300565582413,-0.2211656706862428,2.0,80.0,37.45640057291462
195,1,3,-0.31540718991040484,0.25415784684357745,-113.0,27.0,148.2075043665045
196,1,2,-0.5372565056656717,0.08535714246227553,-171.0,16.0,280.84194082821546
197,1,2,-2.365476856756269,-0.42005966014757223,-41.0,87.0,209.4887131001302
198,1,2,0.7972892942343324,0.621084986942367,110.0,122.0,29.35307824622123
199,1,2,-1.168833414520377,1.0443313451101601,-112.0,24.0,260.4820968962295
200,1,3,-0.5147106451265878,-0.7416792900437462,-84.0,5.0,106.50370902252098
201,1,1,-0.3129660640154283,-0.06858942026909262,-29.0,26.0,24.913470233183034
202,1,3,0.29572126429796397,-0.03758382082582593,28.0,14.0,22.95209208659071
203,1,3,-0.2576960131410751,-0.17010468495564365,52.0,92.0,48.25780557845496
204,1,3,0.28507492563831477,-0.3792894854570622,2.0,1.0,0.31521238378400085
205,1,2,2.6408750989171104,0.9564880696482236,7.0,-132.0,145.4002780251592
206,1,3,0.1395617059261936,-0.1357397021498293,35.0,-5.0,-5.506790431390982
207,1,2,-0.6884078054594815,-0.47834124023477437,5.0,61.0,29.96396031235372
208,1,3,-0.2929775024663714,0.21899643693400062,-56.0,51.0,67.36872122761577
209,1,3,-0.725866146668082,-1.1734451182200727,20.0,35.0,125.58091491084951
210,1,2,-0.33649113974702716,-0.12244674436229062,25.0,95.0,78.69560158193042
211,1,1,2.0948602785733677,-0.5209060228021695,-13.0,-210.0,267.80345215343516
212,1,2,-0.7345533946798671,-0.26993514680071873,-90.0,52.0,191.73151131669277
213,1,1,-2.2165402403025953,-0.655667793128267,-72.0,50.0,96.18792342143092
214,1,3,-1.4084868692386399,3.8294860098967023,-52.0,35.0,175.4291317766681
215,1,3,0.3912234681423352,-2.906932302128291,-103.0,-20.0,116.02386333022093
216,1,2,-0.009904221475036898,-0.20311969667408591,4.0,38.0,4.783768370212101
217,1,3,-0.42744032042890207,0.3464467035871729,-131.0,1.0,137.38280870882704
218,1,2,-0.8329811128636238,-0.5167500610031351,-171.0,-4.0,280.2371107523495
219,1,3,-0.2026968439803761,-0.46674747501292424,-52.0,-48.0,18.978483826685647
220,1,3,-0.30004194736173434,-0.2993705482844079,29.0,76.0,41.30266361015333
222,1,1,-1.1154064524317802,1.2974223380700098,-182.0,14.0,273.2408025795429
223,1,1,1.691475066359357,-0.544075864645919,5.0,-5.0,427.35205315139285
224,1,2,-0.7977178688031297,-0.8478105102531776,54.0,106.0,37.46777466549088
225,1,2,-0.6837701798890724,0.1768742579839316,88.0,144.0,263.02877761387174
226,1,3,-0.07609070346190996,1.377389403241889,-99.0,29.0,230.96889114354008
227,1,2,-0.2819189752118693,-0.14953575573530759,20.0,88.0,68.63395964950223
228,1,3,0.3530853754685541,1.597664821042115,-6.0,-2.0,22.97902871711858
229,1,1,-1.0614619416189168,-1.216227674938502,-156.0,-44.0,363.3319024677144
230,1,2,-0.7078160337973461,-0.9302113979108236,-140.0,-20.0,310.7014375077805
231,1,3,-0.314104050107676,-0.28440668685889037,-66.0,0.0,32.563346141880174
232,1,3,-0.7924715318112814,1.037850096747234,-157.0,26.0,229.96213213851115
233,1,3,-1.1119488597485612,-0.8198511677398951,-51.0,-61.0,53.49920790443173
234,1,3,-0.2550523079729178,0.22188208652139657,-9.0,117.0,92.41902046559039
235,1,3,0.007977274693329215,1.5061961943636286,7.0,-3.0,83.24022220628171
237,1,3,-1.7628779134362995,-0.8934837640036397,-15.0,67.0,114.55103811380877
238,1,2,-0.6146709083972989,-0.0712768440865926,-35.0,4.0,106.58831256015287
239,1,3,-0.15873178731061738,-0.05631949570604011,9.0,76.0,51.82281613527789
240,1,2,0.5623835112147637,-0.013049427108464573,9.0,-53.0,51.724378321883705
241,1,3,0.2907912466408981,-1.92917210306928,-30.0,-128.0,146.26505634962666
242,1,2,1.2473046253008118,-0.32535331110196064,38.0,-131.0,267.9172836268908
243,1,3,-0.4995760824904816,-0.33120399993468774,-141.0,33.0,216.68408865307674
244,1,2,0.0841485285452281,0.8753218278992378,6.0,23.0,83.28450965787817
245,1,2,-2.148605614003422,-0.8322543894704084,31.0,104.0,89.37778440296643
246,1,1,-1.6092691504469374,1.3368573061632845,34.0,26.0,91.8904630786061
247,1,3,0.07149840125712166,1.814699721690459,20.0,40.0,117.47628647971896
248,1,3,-1.062622187487925,-0.3853807832942641,-67.0,0.0,115.58076640631748
249,1,3,-0.27974913139731644,1.0109537822036938,-72.0,71.0,267.90513601592045
250,1,1,-1.1013362454631745,-0.2911444104219561,-198.0,12.0,366.87249713259735
251,1,2,-0.7690594947171933,0.24443626900218746,-8.0,73.0,125.92165400766794
252,1,3,-0.02493547162736838,0.5235099118163389,16.0,89.0,86.37010408506899
253,1,2,-0.878337953807992,-0.9427110094741022,-221.0,0.0,481.0679801758506
254,1,1,1.2115328015033744,1.8188942604548053,-11.0,-174.0,379.5895637616466
255,1,2,0.347010586589739,-1.4415571697436613,24.0,22.0,465.8314884601467
256,1,3,-0.010194951357640793,-0.06153977369329916,71.0,129.0,0.842766361171698
257,1,1,0.8483352034695266,-1.049133459012879,-76.0,-13.0,14.603527724240053
258,1,3,-0.29893749701561606,-0.2819579201937437,-44.0,18.0,-3.5864544228428485
259,1,3,0.07995252563953661,-0.1966281772877735,6.0,39.0,-5.1281011630084095
260,1,3,0.1741202501639139,-0.09587921095301241,26.0,-1.0,-4.681774586336132
261,1,3,0.5088736023376325,0.06254937960985969,43.0,65.0,9.732109828549596
262,1,3,-0.6546181087162185,-0.4364390382928026,-77.0,-30.0,46.22564646238766
263,1,2,0.8262263763684665,-0.4072875780223644,15.0,-116.0,188.33160986240796
264,1,3,-0.4274036659158805,-0.4826138664129903,-24.0,41.0,24.1099458719342
265,1,2,-1.2258481051225396,0.5267846484508854,-31.0,49.0,85.33616398776314
266,1,3,-0.9911889143058641,0.5140211519045534,-191.0,2.0,473.15459172079613
267,1,1,-1.09107268980764,0.17506553530430025,-211.0,-9.0,243.68410748929853
268,1,2,0.5271196076606364,0.6041741413319441,-51.0,39.0,30.30109048167992
269,1,2,1.1501861821407642,0.008425440595384397,3.0,5.0,165.82979716138902
270,1,2,0.27995726642019053,-0.21444665465928153,-22.0,-9.0,4.168982252127876
271,1,3,0.5781833007035246,0.2854798484426992,73.0,37.0,15.763918929902957
272,1,2,0.3572817474759967,0.10916998318049753,-72.0,-48.0,22.17051010066166
273,1,3,0.030250802890102308,-1.1674266910130515,1.0,13.0,29.897806143192156
274,1,2,-0.11608516850840803,-0.12967241199295088,7.0,61.0,15.74975512563742
275,1,3,-0.5225617762994276,-0.34726976427017536,29.0,54.0,43.89466605583516
276,1,2,-0.07808727775301556,0.18688102281673696,-45.0,10.0,41.91945443968348
277,1,3,-0.3486457377885673,-0.15412449314117854,-86.0,9.0,68.21566185366976
278,1,2,-0.06636959331723155,4.304063071386665,0.0,80.0,294.5098771191888
279,1,3,-2.101229744265493,0.2137120165286844,-154.0,12.0,228.74089073513397
280,1,3,-0.2339603930645537,0.6437622037554378,29.0,81.0,69.99508927364354
281,1,3,-0.6101742952011094,-0.39783728491413023,-5.0,70.0,49.208007536986315
282,1,3,-1.7768695954354103,-1.015658049299316,-105.0,-32.0,258.9883408261552
283,1,1,0.8066916954364002,0.03931335897619726,1.0,-85.0,70.87832949073027
284,1,3,-0.5109357823315203,-0.6642162228594864,-38.0,49.0,111.97171701501543
285,1,1,0.15622617491673835,-0.8025630070898941,78.0,57.0,112.40925375101835
286,1,3,-0.7840570141803846,-0.3056153292408625,-181.0,6.0,318.057008421521
287,1,3,-0.5916772876080745,-0.1666964667153645,-89.0,66.0,163.17936037573918
288,1,3,-0.8334308491178214,0.22788094469623205,-71.0,9.0,141.009872815584
289,1,3,-0.3902085995624249,0.4509436654374218,-139.0,13.0,191.3371821654921
290,1,2,0.06068112677962426,-0.501140970359532,-5.0,32.0,36.114450236040966
291,1,2,-0.6577128306000285,0.7264878055349091,-123.0,22.0,279.1941093019141
292,1,3,1.5275865888164346,-0.408328903673249,9.0,-65.0,411.2030226940259
293,1,1,-1.1799829791680454,-0.40176761345166456,-198.0,5.0,354.32978996747283
295,1,3,-0.3630828969786564,0.05300981640507116,-71.0,42.0,76.50845072488062
296,1,3,-0.06971513710960128,1.1913274831242922,131.0,131.0,255.58086838456995
297,1,2,-0.26467395938629024,-0.1306495308260747,17.0,88.0,78.83271367710768
298,1,3,-1.2679208964310202,-1.0060612726769558,-86.0,14.0,144.57148663702765
299,1,3,-0.17073352651323137,0.6425913698080832,-126.0,4.0,58.853725081685184
300,1,3,-0.5934670132414289,-0.0743101094074497,-116.0,24.0,195.28612911329878
301,1,3,-0.7434293958965983,-0.1934603917213874,-25.0,90.0,95.99738084188891
302,1,3,-0.33785896763033524,-1.5391753720278987,-65.0,71.0,189.4227909711384
303,1,2,-0.3582998137716959,-0.4479053077323395,18.0,101.0,103.17992374330015
304,1,2,-1.7958870082546552,-1.4003559136755173,-179.0,15.0,519.2943840651612
305,1,3,-0.377161229961567,-0.4771060356137708,-9.0,94.0,65.83532157266666
306,1,3,-1.9203165319229807,2.804409540130199,11.0,78.0,136.5607539727771
307,1,3,-0.3607766400438992,-0.25280431862521185,34.0,48.0,-3.4861129804764914
308,1,3,0.44080332955492735,-0.1587983328057193,33.0,-41.0,58.14124562597908
309,1,3,-0.9229625058010945,-0.667524046537655,11.0,39.0,29.776218301809195
310,1,3,-0.639461425340921,-0.534150697088722,-139.0,17.0,171.60510858896885
311,1,3,-0.4319433844263497,-0.10023405458171464,-91.0,62.0,153.72575172420784
312,1,3,-0.6264657024149666,0.42794765968398946,-204.0,6.0,231.0092181167434
313,1,2,0.4313579992692826,-0.18889349948565473,16.0,-32.0,9.370075535834303
314,1,3,-1.711635089227327,-1.7951064301640662,-40.0,1.0,390.4131532488383
315,1,2,-0.8273685964516366,-0.3464326866834878,-13.0,67.0,49.230183963713216
316,1,3,0.022616803156112014,0.12724980977823153,-15.0,53.0,14.276553045943615
317,1,2,-1.1128708423527183,-3.0750961154305316,-77.0,-24.0,108.16649672011795
318,1,2,0.08265709168871646,-0.007022062885384148,16.0,17.0,3.2631846154074537
319,1,3,-0.34810942800322003,-0.17330981754473768,-65.0,17.0,73.0208059976353
320,1,3,-0.15765981158099354,-0.7150462572087712,-6.0,8.0,76.37204963733666
321,1,3,-0.805379174085702,0.9549850184110354,-18.0,81.0,273.0345407181841
322,1,2,-0.18340269089044867,-0.5626425871262947,-11.0,30.0,38.59740307740981
323,1,2,-0.25999569952590446,0.6053348502114406,-95.0,-12.0,98.40680278203206
324,1,2,0.2724785401330876,0.6828276826683342,69.0,116.0,83.71116326919423
326,1,1,0.2341218699732699,0.16486940958478943,-79.0,-29.0,12.383295608264348
327,1,1,0.877200644736388,-0.4512253647730115,-26.0,-103.0,155.42963395441143
328,1,2,-1.7194911330140579,-1.4170227329824208,-150.0,17.0,221.1236238322195
329,1,3,-0.2116140366409741,0.08860947647724322,64.0,105.0,40.87964175629838
