,sid,grp,cnd,fam,tid,tord,pc_grand,pc_first,pc_last,dpc,alltime,freetime,nblocks,avstreak,lrn,int,comp,time,prog,rule,lrn2,nlrn,nint,ncomp,ntime,nprog,nrule,nlrn2,lp1,lp2,lp3,ntm,good_ord
10,2,F,i-,Squid,3_2D,2,0.4,0.4,0.4,0.0,0.04823151125401929,0.0,0,0.0,7,4,7,1,1,5,10,1.5357142857142856,-1.4642857142857144,1.5357142857142856,-4.464285714285714,-4.464285714285714,-0.4642857142857144,4.535714285714286,36,250,250,1,True
11,2,F,i-,Green,4_R,3,0.4956521739130435,0.5333333333333333,0.4666666666666667,0.0,0.36977491961414793,0.398406374501992,1,100.0,7,5,7,6,5,5,7,1.5357142857142856,-0.4642857142857144,1.5357142857142856,0.5357142857142856,-0.4642857142857144,-0.4642857142857144,1.5357142857142856,36,250,250,1,True
12,3,F,i+,Bunny,1_1D,3,0.9166666666666666,0.8666666666666667,0.9333333333333333,0.06666666666666665,0.1791044776119403,0.16363636363636364,3,15.0,5,3,2,1,10,10,2,-1.1071428571428568,-3.1071428571428568,-4.107142857142857,-5.107142857142857,3.8928571428571432,3.8928571428571432,-4.107142857142857,0,0,1,3,True
13,3,F,i+,Squid,2_I1D,4,0.9411764705882353,0.8666666666666667,1.0,0.1333333333333333,0.10149253731343283,0.06909090909090909,2,9.5,4,3,1,1,10,10,2,-2.1071428571428568,-3.1071428571428568,-5.107142857142857,-5.107142857142857,3.8928571428571432,3.8928571428571432,-4.107142857142857,0,0,1,3,True
14,3,F,i+,Green,3_2D,1,0.7676767676767676,0.8,0.9333333333333333,0.1333333333333333,0.2955223880597015,0.3054545454545455,4,21.0,10,7,5,7,10,10,3,3.8928571428571432,0.8928571428571432,-1.1071428571428568,0.8928571428571432,3.8928571428571432,3.8928571428571432,-3.1071428571428568,0,0,1,3,True
15,3,F,i+,Bear,4_R,2,0.4647887323943662,0.4666666666666667,0.4666666666666667,0.0,0.42388059701492536,0.4618181818181818,5,25.4,9,10,10,10,1,5,10,2.8928571428571432,3.8928571428571432,3.8928571428571432,3.8928571428571432,-5.107142857142857,-1.1071428571428568,3.8928571428571432,0,0,1,3,True
16,4,F,i-,Squid,1_1D,1,0.9436619718309859,0.6666666666666666,1.0,0.33333333333333337,0.4565916398713826,0.5059760956175299,3,42.333333333333336,4,9,1,10,1,10,1,-1.6785714285714288,3.321428571428571,-4.678571428571429,4.321428571428571,-4.678571428571429,4.321428571428571,-4.678571428571429,6,250,85,2,False
17,4,F,i-,Bunny,2_I1D,4,0.5263157894736842,0.5333333333333333,0.6,0.06666666666666665,0.06109324758842444,0.01593625498007968,1,4.0,8,3,10,2,1,2,3,2.321428571428571,-2.678571428571429,4.321428571428571,-3.678571428571429,-4.678571428571429,-3.678571428571429,-2.678571428571429,6,250,85,2,False
18,4,F,i-,Green,3_2D,3,0.6421052631578947,0.6,0.7333333333333333,0.1333333333333333,0.3054662379421222,0.3187250996015936,2,40.0,8,7,6,7,7,6,6,2.321428571428571,1.3214285714285712,0.3214285714285712,1.3214285714285712,1.3214285714285712,0.3214285714285712,0.3214285714285712,6,250,85,2,False
19,4,F,i-,Bear,4_R,2,0.5454545454545454,0.5333333333333333,0.4666666666666667,0.0,0.17684887459807075,0.1593625498007968,2,20.0,8,7,8,6,7,5,6,2.321428571428571,1.3214285714285712,2.321428571428571,0.3214285714285712,1.3214285714285712,-0.6785714285714288,0.3214285714285712,6,250,85,2,False
20,5,F,i-,Bunny,1_1D,3,0.8897058823529411,0.7333333333333333,0.9333333333333333,0.20000000000000007,0.43450479233226835,0.4782608695652174,2,60.5,9,6,1,10,10,10,8,2.7142857142857144,-0.2857142857142856,-5.285714285714286,3.7142857142857144,3.7142857142857144,3.7142857142857144,1.7142857142857144,5,250,244,2,False
21,5,F,i-,Bear,2_I1D,2,0.4838709677419355,0.5333333333333333,0.4666666666666667,0.0,0.09904153354632587,0.06324110671936758,1,16.0,2,10,9,4,1,2,3,-4.285714285714286,3.7142857142857144,2.7142857142857144,-2.2857142857142856,-5.285714285714286,-4.285714285714286,-3.2857142857142856,5,250,244,2,False
22,5,F,i-,Green,3_2D,1,0.6043956043956044,0.6666666666666666,0.8,0.13333333333333341,0.29073482428115016,0.30039525691699603,2,38.0,9,6,3,7,9,8,9,2.7142857142857144,-0.2857142857142856,-3.2857142857142856,0.7142857142857144,2.7142857142857144,1.7142857142857144,2.7142857142857144,5,250,244,2,False
23,5,F,i-,Squid,4_R,4,0.6363636363636364,0.6666666666666666,0.6666666666666666,0.0,0.1757188498402556,0.15810276679841898,1,40.0,8,6,7,4,3,5,7,1.7142857142857144,-0.2857142857142856,0.7142857142857144,-2.2857142857142856,-3.2857142857142856,-1.2857142857142856,0.7142857142857144,5,250,244,2,False
24,6,F,i-,Bunny,1_1D,3,0.8055555555555556,0.6,1.0,0.4,0.11612903225806452,0.084,1,21.0,6,10,4,4,9,10,1,0.5714285714285712,4.571428571428571,-1.4285714285714288,-1.4285714285714288,3.571428571428571,4.571428571428571,-4.428571428571429,40,0,116,3,False
25,6,F,i-,Squid,2_I1D,2,0.96,1.0,1.0,0.0,0.16129032258064516,0.14,1,35.0,1,9,1,1,10,10,1,-4.428571428571429,3.571428571428571,-4.428571428571429,-4.428571428571429,4.571428571428571,4.571428571428571,-4.428571428571429,40,0,116,3,False
26,6,F,i-,Bear,3_2D,1,0.7557251908396947,0.5333333333333333,0.8666666666666667,0.33333333333333337,0.42258064516129035,0.464,1,116.0,10,5,8,8,7,3,3,4.571428571428571,-0.4285714285714288,2.571428571428571,2.571428571428571,1.5714285714285712,-2.428571428571429,-2.428571428571429,40,0,116,3,False
27,6,F,i-,Green,4_R,4,0.5053763440860215,0.5333333333333333,0.3333333333333333,0.0,0.3,0.312,1,78.0,10,1,10,7,1,1,1,4.571428571428571,-4.428571428571429,4.571428571428571,1.5714285714285712,-4.428571428571429,-4.428571428571429,-4.428571428571429,40,0,116,3,False
28,7,F,i+,Squid,1_1D,2,0.9242424242424242,0.8666666666666667,1.0,0.1333333333333333,0.21221864951768488,0.20318725099601595,2,25.5,1,2,1,1,10,10,1,-4.321428571428571,-3.321428571428571,-4.321428571428571,-4.321428571428571,4.678571428571429,4.678571428571429,-4.321428571428571,0,250,250,1,True
29,7,F,i+,Bunny,2_I1D,4,0.6666666666666666,0.6666666666666666,0.6666666666666666,0.0,0.04823151125401929,0.0,0,0.0,1,2,1,1,10,10,1,-4.321428571428571,-3.321428571428571,-4.321428571428571,-4.321428571428571,4.678571428571429,4.678571428571429,-4.321428571428571,0,250,250,1,True
30,7,F,i+,Bear,3_2D,3,0.6325301204819277,0.6666666666666666,0.7333333333333333,0.06666666666666665,0.5337620578778135,0.601593625498008,2,75.5,10,10,10,10,8,1,5,4.678571428571429,4.678571428571429,4.678571428571429,4.678571428571429,2.678571428571429,-4.321428571428571,-0.3214285714285712,0,250,250,1,True
31,7,F,i+,Green,4_R,1,0.4375,0.4666666666666667,0.3333333333333333,0.0,0.2057877813504823,0.1952191235059761,1,49.0,7,10,10,8,2,1,5,1.6785714285714288,4.678571428571429,4.678571428571429,2.678571428571429,-3.321428571428571,-4.321428571428571,-0.3214285714285712,0,250,250,1,True
32,8,F,i+,Bunny,1_1D,2,0.5217391304347826,0.6,0.4666666666666667,0.0,0.07395498392282958,0.03187250996015936,1,8.0,9,10,9,4,1,2,2,2.3928571428571432,3.3928571428571432,2.3928571428571432,-2.6071428571428568,-5.607142857142857,-4.607142857142857,-4.607142857142857,250,4,28,2,False
