sid,grp,tid,nlrn,nint,ncomp,ntime,nprog,nrule,nlrn2,lrn,int,comp,time,prog,rule,lrn2
81,0,1,3.8571428571428568,-4.142857142857143,4.857142857142857,-3.1428571428571432,-4.142857142857143,-4.142857142857143,-4.142857142857143,9,1,10,2,1,1,1
81,0,2,-4.142857142857143,-1.1428571428571432,-0.14285714285714324,1.8571428571428568,0.8571428571428568,-0.14285714285714324,-1.1428571428571432,1,4,5,7,6,5,4
81,0,3,0.8571428571428568,3.8571428571428568,-4.142857142857143,1.8571428571428568,4.857142857142857,4.857142857142857,-2.1428571428571432,6,9,1,7,10,10,3
81,0,4,0.8571428571428568,-2.1428571428571432,2.8571428571428568,1.8571428571428568,0.8571428571428568,-0.14285714285714324,0.8571428571428568,6,3,8,7,6,5,6
82,0,1,0.7142857142857144,0.7142857142857144,-5.285714285714286,-2.2857142857142856,3.7142857142857144,3.7142857142857144,-5.285714285714286,7,7,1,4,10,10,1
82,0,2,-2.2857142857142856,3.7142857142857144,1.7142857142857144,-1.2857142857142856,-2.2857142857142856,-2.2857142857142856,1.7142857142857144,4,10,8,5,4,4,8
82,0,3,1.7142857142857144,3.7142857142857144,3.7142857142857144,0.7142857142857144,0.7142857142857144,0.7142857142857144,0.7142857142857144,8,10,10,7,7,7,7
82,0,4,-2.2857142857142856,-3.2857142857142856,-0.2857142857142856,-5.285714285714286,3.7142857142857144,0.7142857142857144,-0.2857142857142856,4,3,6,1,10,7,6
83,0,1,1.0357142857142856,4.035714285714286,-4.964285714285714,4.035714285714286,4.035714285714286,4.035714285714286,-3.9642857142857144,7,10,1,10,10,10,2
83,0,2,3.0357142857142856,0.03571428571428559,1.0357142857142856,-3.9642857142857144,-2.9642857142857144,0.03571428571428559,-0.9642857142857144,9,6,7,2,3,6,5
83,0,3,3.0357142857142856,-2.9642857142857144,-0.9642857142857144,-0.9642857142857144,0.03571428571428559,0.03571428571428559,4.035714285714286,9,3,5,5,6,6,10
83,0,4,2.0357142857142856,-2.9642857142857144,3.0357142857142856,-3.9642857142857144,-3.9642857142857144,0.03571428571428559,-0.9642857142857144,8,3,9,2,2,6,5
84,0,1,-2.0357142857142856,3.9642857142857144,-3.0357142857142856,-3.0357142857142856,3.9642857142857144,4.964285714285714,-4.035714285714286,3,9,2,2,9,10,1
84,0,2,-1.0357142857142856,3.9642857142857144,-3.0357142857142856,-1.0357142857142856,3.9642857142857144,4.964285714285714,-4.035714285714286,4,9,2,4,9,10,1
84,0,3,0.9642857142857144,-3.0357142857142856,2.9642857142857144,3.9642857142857144,-3.0357142857142856,-2.0357142857142856,-1.0357142857142856,6,2,8,9,2,3,4
84,0,4,1.9642857142857144,-3.0357142857142856,4.964285714285714,3.9642857142857144,-4.035714285714286,-4.035714285714286,-3.0357142857142856,7,2,10,9,1,1,2
85,0,1,0.9285714285714288,1.9285714285714288,0.9285714285714288,1.9285714285714288,-1.0714285714285712,1.9285714285714288,0.9285714285714288,9,10,9,10,7,10,9
85,0,2,0.9285714285714288,-2.071428571428571,-3.071428571428571,-0.07142857142857117,1.9285714285714288,-1.0714285714285712,1.9285714285714288,9,6,5,8,10,7,10
85,0,3,-0.07142857142857117,0.9285714285714288,-1.0714285714285712,-2.071428571428571,-2.071428571428571,1.9285714285714288,-1.0714285714285712,8,9,7,6,6,10,7
85,0,4,-2.071428571428571,1.9285714285714288,-0.07142857142857117,-0.07142857142857117,-0.07142857142857117,-0.07142857142857117,-2.071428571428571,6,10,8,8,8,8,6
86,0,1,-3.0357142857142856,3.9642857142857144,-5.035714285714286,3.9642857142857144,3.9642857142857144,3.9642857142857144,-5.035714285714286,3,10,1,10,10,10,1
86,0,2,3.9642857142857144,-5.035714285714286,3.9642857142857144,-4.035714285714286,-1.0357142857142856,-0.03571428571428559,1.9642857142857144,10,1,10,2,5,6,8
86,0,3,3.9642857142857144,-5.035714285714286,3.9642857142857144,-0.03571428571428559,-3.0357142857142856,1.9642857142857144,1.9642857142857144,10,1,10,6,3,8,8
86,0,4,3.9642857142857144,-5.035714285714286,3.9642857142857144,-3.0357142857142856,-3.0357142857142856,-2.0357142857142856,-1.0357142857142856,10,1,10,3,3,4,5
87,0,1,2.1428571428571432,1.1428571428571432,-4.857142857142857,2.1428571428571432,2.1428571428571432,3.1428571428571432,-4.857142857142857,9,8,2,9,9,10,2
87,0,2,3.1428571428571432,1.1428571428571432,-3.8571428571428568,1.1428571428571432,2.1428571428571432,2.1428571428571432,-1.8571428571428568,10,8,3,8,9,9,5
87,0,3,3.1428571428571432,-1.8571428571428568,1.1428571428571432,-3.8571428571428568,-2.8571428571428568,-0.8571428571428568,3.1428571428571432,10,5,8,3,4,6,10
87,0,4,3.1428571428571432,-2.8571428571428568,1.1428571428571432,-3.8571428571428568,-2.8571428571428568,-0.8571428571428568,3.1428571428571432,10,4,8,3,4,6,10
88,0,1,-4.714285714285714,1.2857142857142856,-4.714285714285714,-4.714285714285714,4.285714285714286,4.285714285714286,-4.714285714285714,1,7,1,1,10,10,1
88,0,2,-2.7142857142857144,3.2857142857142856,-3.7142857142857144,-2.7142857142857144,4.285714285714286,4.285714285714286,-4.714285714285714,3,9,2,3,10,10,1
88,0,3,2.2857142857142856,-2.7142857142857144,2.2857142857142856,2.2857142857142856,-1.7142857142857144,-0.7142857142857144,4.285714285714286,8,3,8,8,4,5,10
88,0,4,4.285714285714286,-2.7142857142857144,4.285714285714286,2.2857142857142856,-3.7142857142857144,-3.7142857142857144,4.285714285714286,10,3,10,8,2,2,10
89,0,1,2.9642857142857144,2.9642857142857144,-6.035714285714286,-5.035714285714286,2.9642857142857144,2.9642857142857144,-5.035714285714286,10,10,1,2,10,10,2
89,0,2,0.9642857142857144,1.9642857142857144,0.9642857142857144,0.9642857142857144,-2.0357142857142856,-1.0357142857142856,0.9642857142857144,8,9,8,8,5,6,8
89,0,3,-0.03571428571428559,1.9642857142857144,-0.03571428571428559,-2.0357142857142856,-0.03571428571428559,2.9642857142857144,0.9642857142857144,7,9,7,5,7,10,8
89,0,4,2.9642857142857144,-4.035714285714286,2.9642857142857144,2.9642857142857144,-6.035714285714286,-4.035714285714286,2.9642857142857144,10,3,10,10,1,3,10
90,0,1,1.1428571428571432,3.1428571428571432,0.14285714285714324,3.1428571428571432,3.1428571428571432,4.142857142857143,-3.8571428571428568,7,9,6,9,9,10,2
90,0,2,2.1428571428571432,-2.8571428571428568,4.142857142857143,-1.8571428571428568,-3.8571428571428568,-4.857142857142857,4.142857142857143,8,3,10,4,2,1,10
90,0,3,3.1428571428571432,-0.8571428571428568,2.1428571428571432,-1.8571428571428568,-1.8571428571428568,-4.857142857142857,3.1428571428571432,9,5,8,4,4,1,9
90,0,4,-0.8571428571428568,-4.857142857142857,4.142857142857143,-1.8571428571428568,-2.8571428571428568,-4.857142857142857,4.142857142857143,5,1,10,4,3,1,10
91,0,1,3.071428571428571,-3.928571428571429,-4.928571428571429,-4.928571428571429,4.071428571428571,4.071428571428571,3.071428571428571,9,2,1,1,10,10,9
91,0,2,0.07142857142857117,-2.928571428571429,-2.928571428571429,-3.928571428571429,3.071428571428571,2.071428571428571,3.071428571428571,6,3,3,2,9,8,9
91,0,3,3.071428571428571,1.0714285714285712,-2.928571428571429,-1.9285714285714288,2.071428571428571,3.071428571428571,3.071428571428571,9,7,3,4,8,9,9
91,0,4,-1.9285714285714288,4.071428571428571,4.071428571428571,2.071428571428571,-4.928571428571429,-4.928571428571429,-4.928571428571429,4,10,10,8,1,1,1
92,0,1,-2.428571428571429,-3.428571428571429,-4.428571428571429,0.5714285714285712,-2.428571428571429,4.571428571428571,-4.428571428571429,3,2,1,6,3,10,1
92,0,2,-2.428571428571429,-1.4285714285714288,-3.428571428571429,-2.428571428571429,-2.428571428571429,4.571428571428571,-4.428571428571429,3,4,2,3,3,10,1
92,0,3,4.571428571428571,2.571428571428571,2.571428571428571,1.5714285714285712,2.571428571428571,-2.428571428571429,1.5714285714285712,10,8,8,7,8,3,7
92,0,4,2.571428571428571,3.571428571428571,4.571428571428571,1.5714285714285712,-0.4285714285714288,-2.428571428571429,1.5714285714285712,8,9,10,7,5,3,7
93,0,1,-3.8928571428571432,-3.8928571428571432,-3.8928571428571432,3.1071428571428568,1.1071428571428568,3.1071428571428568,-3.8928571428571432,2,2,2,9,7,9,2
93,0,2,2.1071428571428568,-1.8928571428571432,-3.8928571428571432,3.1071428571428568,3.1071428571428568,3.1071428571428568,-3.8928571428571432,8,4,2,9,9,9,2
93,0,3,3.1071428571428568,3.1071428571428568,2.1071428571428568,-2.8928571428571432,0.10714285714285676,-3.8928571428571432,3.1071428571428568,9,9,8,3,6,2,9
93,0,4,0.10714285714285676,3.1071428571428568,3.1071428571428568,-2.8928571428571432,-0.8928571428571432,-3.8928571428571432,3.1071428571428568,6,9,9,3,5,2,9
94,0,1,4.428571428571429,4.428571428571429,4.428571428571429,-1.5714285714285712,-2.571428571428571,-4.571428571428571,-2.571428571428571,10,10,10,4,3,1,3
94,0,2,-4.571428571428571,0.4285714285714288,-4.571428571428571,3.428571428571429,4.428571428571429,4.428571428571429,-4.571428571428571,1,6,1,9,10,10,1
94,0,3,-0.5714285714285712,0.4285714285714288,1.4285714285714288,-3.571428571428571,-0.5714285714285712,2.428571428571429,-1.5714285714285712,5,6,7,2,5,8,4
94,0,4,4.428571428571429,3.428571428571429,2.428571428571429,-2.571428571428571,-2.571428571428571,-2.571428571428571,-1.5714285714285712,10,9,8,3,3,3,4
95,0,1,1.6071428571428577,1.6071428571428577,-1.3928571428571423,-2.3928571428571423,0.6071428571428577,1.6071428571428577,1.6071428571428577,10,10,7,6,9,10,10
95,0,2,1.6071428571428577,1.6071428571428577,-4.392857142857142,1.6071428571428577,-2.3928571428571423,-4.392857142857142,1.6071428571428577,10,10,4,10,6,4,10
95,0,3,1.6071428571428577,1.6071428571428577,-3.3928571428571423,0.6071428571428577,-0.39285714285714235,-3.3928571428571423,1.6071428571428577,10,10,5,9,8,5,10
95,0,4,1.6071428571428577,1.6071428571428577,-0.39285714285714235,-2.3928571428571423,1.6071428571428577,-0.39285714285714235,1.6071428571428577,10,10,8,6,10,8,10
96,0,1,3.6428571428571432,3.6428571428571432,-5.357142857142857,3.6428571428571432,3.6428571428571432,3.6428571428571432,-5.357142857142857,10,10,1,10,10,10,1
96,0,2,-2.3571428571428568,3.6428571428571432,-0.35714285714285676,0.6428571428571432,3.6428571428571432,3.6428571428571432,-5.357142857142857,4,10,6,7,10,10,1
96,0,3,3.6428571428571432,-5.357142857142857,1.6428571428571432,-0.35714285714285676,0.6428571428571432,-1.3571428571428568,3.6428571428571432,10,1,8,6,7,5,10
96,0,4,-2.3571428571428568,-0.35714285714285676,3.6428571428571432,-4.357142857142857,-5.357142857142857,-4.357142857142857,-0.35714285714285676,4,6,10,2,1,2,6
97,0,1,-3.4642857142857144,1.5357142857142856,-4.464285714285714,3.5357142857142856,4.535714285714286,4.535714285714286,-4.464285714285714,2,7,1,9,10,10,1
97,0,2,-1.4642857142857144,1.5357142857142856,-4.464285714285714,1.5357142857142856,4.535714285714286,2.5357142857142856,-4.464285714285714,4,7,1,7,10,8,1
97,0,3,2.5357142857142856,-3.4642857142857144,3.5357142857142856,-4.464285714285714,-3.4642857142857144,-2.4642857142857144,3.5357142857142856,8,2,9,1,2,3,9
97,0,4,1.5357142857142856,-2.4642857142857144,3.5357142857142856,-2.4642857142857144,-1.4642857142857144,0.5357142857142856,3.5357142857142856,7,3,9,3,4,6,9
98,0,1,3.928571428571429,3.928571428571429,-5.071428571428571,3.928571428571429,3.928571428571429,3.928571428571429,-5.071428571428571,10,10,1,10,10,10,1
98,0,2,3.928571428571429,-5.071428571428571,3.928571428571429,-5.071428571428571,-4.071428571428571,-3.071428571428571,0.9285714285714288,10,1,10,1,2,3,7
98,0,3,3.928571428571429,3.928571428571429,-5.071428571428571,0.9285714285714288,1.9285714285714288,3.928571428571429,-0.07142857142857117,10,10,1,7,8,10,6
98,0,4,3.928571428571429,-5.071428571428571,3.928571428571429,-5.071428571428571,-5.071428571428571,-3.071428571428571,-0.07142857142857117,10,1,10,1,1,3,6
99,0,1,-2.3928571428571432,3.6071428571428568,-4.392857142857143,4.607142857142857,4.607142857142857,4.607142857142857,-4.392857142857143,3,9,1,10,10,10,1
99,0,2,2.6071428571428568,-1.3928571428571432,1.6071428571428568,-4.392857142857143,-1.3928571428571432,-2.3928571428571432,3.6071428571428568,8,4,7,1,4,3,9
99,0,3,-0.39285714285714324,4.607142857142857,-1.3928571428571432,-0.39285714285714324,0.6071428571428568,-0.39285714285714324,0.6071428571428568,5,10,4,5,6,5,6
99,0,4,4.607142857142857,-4.392857142857143,4.607142857142857,-3.3928571428571432,-4.392857142857143,-3.3928571428571432,-1.3928571428571432,10,1,10,2,1,2,4
100,0,1,-3.7142857142857144,4.285714285714286,-3.7142857142857144,-3.7142857142857144,4.285714285714286,4.285714285714286,-1.7142857142857144,2,10,2,2,10,10,4
100,0,2,0.2857142857142856,2.2857142857142856,-2.7142857142857144,-2.7142857142857144,3.2857142857142856,4.285714285714286,-1.7142857142857144,6,8,3,3,9,10,4
100,0,3,2.2857142857142856,-2.7142857142857144,1.2857142857142856,0.2857142857142856,-1.7142857142857144,-0.7142857142857144,1.2857142857142856,8,3,7,6,4,5,7
100,0,4,4.285714285714286,-4.714285714285714,4.285714285714286,4.285714285714286,-4.714285714285714,-2.7142857142857144,-3.7142857142857144,10,1,10,10,1,3,2
101,0,1,-2.428571428571429,2.571428571428571,-3.428571428571429,-2.428571428571429,3.571428571428571,4.571428571428571,-4.428571428571429,3,8,2,3,9,10,1
101,0,2,-2.428571428571429,2.571428571428571,-3.428571428571429,-3.428571428571429,3.571428571428571,4.571428571428571,-4.428571428571429,3,8,2,2,9,10,1
101,0,3,3.571428571428571,3.571428571428571,0.5714285714285712,3.571428571428571,3.571428571428571,4.571428571428571,-4.428571428571429,9,9,6,9,9,10,1
101,0,4,-0.4285714285714288,-3.428571428571429,4.571428571428571,0.5714285714285712,-3.428571428571429,-3.428571428571429,-4.428571428571429,5,2,10,6,2,2,1
102,0,1,2.5,-2.5,-4.5,-2.5,2.5,3.5,-1.5,8,3,1,3,8,9,4
102,0,2,-1.5,-2.5,-4.5,-3.5,2.5,3.5,-1.5,4,3,1,2,8,9,4
102,0,3,3.5,-0.5,4.5,4.5,-4.5,-3.5,-0.5,9,5,10,10,1,2,5
102,0,4,3.5,-0.5,4.5,2.5,-2.5,0.5,-1.5,9,5,10,8,3,6,4
103,0,1,-5.392857142857143,-2.3928571428571432,-5.392857142857143,-2.3928571428571432,3.6071428571428568,3.6071428571428568,-5.392857142857143,1,4,1,4,10,10,1
103,0,2,-2.3928571428571432,-2.3928571428571432,-5.392857142857143,-2.3928571428571432,3.6071428571428568,3.6071428571428568,-5.392857142857143,4,4,1,4,10,10,1
103,0,3,3.6071428571428568,3.6071428571428568,3.6071428571428568,0.6071428571428568,0.6071428571428568,-0.39285714285714324,1.6071428571428568,10,10,10,7,7,6,8
103,0,4,3.6071428571428568,2.6071428571428568,3.6071428571428568,0.6071428571428568,-1.3928571428571432,-0.39285714285714324,2.6071428571428568,10,9,10,7,5,6,9
104,0,1,2.5,2.5,-5.5,-2.5,3.5,3.5,-4.5,9,9,1,4,10,10,2
104,0,2,3.5,3.5,-3.5,3.5,3.5,3.5,-3.5,10,10,3,10,10,10,3
104,0,3,3.5,-5.5,1.5,-5.5,-5.5,-2.5,3.5,10,1,8,1,1,4,10
104,0,4,1.5,1.5,3.5,-0.5,-1.5,-3.5,-0.5,8,8,10,6,5,3,6
105,0,1,2.8928571428571432,-4.107142857142857,-5.107142857142857,-5.107142857142857,3.8928571428571432,3.8928571428571432,-4.107142857142857,9,2,1,1,10,10,2
105,0,2,1.8928571428571432,0.8928571428571432,-0.10714285714285676,-1.1071428571428568,1.8928571428571432,3.8928571428571432,-4.107142857142857,8,7,6,5,8,10,2
105,0,3,-4.107142857142857,1.8928571428571432,-1.1071428571428568,-0.10714285714285676,2.8928571428571432,1.8928571428571432,-2.1071428571428568,2,8,5,6,9,8,4
105,0,4,-1.1071428571428568,3.8928571428571432,3.8928571428571432,3.8928571428571432,-4.107142857142857,-5.107142857142857,3.8928571428571432,5,10,10,10,2,1,10
106,0,1,0.8571428571428568,-0.14285714285714324,-6.142857142857143,-1.1428571428571432,2.8571428571428568,2.8571428571428568,1.8571428571428568,8,7,1,6,10,10,9
106,0,2,-0.14285714285714324,0.8571428571428568,-6.142857142857143,2.8571428571428568,2.8571428571428568,2.8571428571428568,-0.14285714285714324,7,8,1,10,10,10,7
106,0,3,1.8571428571428568,-0.14285714285714324,-0.14285714285714324,-2.1428571428571432,-1.1428571428571432,-0.14285714285714324,0.8571428571428568,9,7,7,5,6,7,8
106,0,4,-0.14285714285714324,0.8571428571428568,2.8571428571428568,-0.14285714285714324,-4.142857142857143,-3.1428571428571432,0.8571428571428568,7,8,10,7,3,4,8
107,0,1,2.178571428571429,4.178571428571429,-4.821428571428571,-2.821428571428571,4.178571428571429,4.178571428571429,-4.821428571428571,8,10,1,3,10,10,1
107,0,2,0.17857142857142883,4.178571428571429,-4.821428571428571,-2.821428571428571,4.178571428571429,4.178571428571429,-4.821428571428571,6,10,1,3,10,10,1
107,0,3,-1.8214285714285712,1.1785714285714288,2.178571428571429,0.17857142857142883,-0.8214285714285712,-0.8214285714285712,-0.8214285714285712,4,7,8,6,5,5,5
107,0,4,1.1785714285714288,-1.8214285714285712,4.178571428571429,1.1785714285714288,-2.821428571428571,-2.821428571428571,-0.8214285714285712,7,4,10,7,3,3,5
108,0,1,3.0357142857142856,-3.9642857142857144,-4.964285714285714,3.0357142857142856,4.035714285714286,4.035714285714286,-3.9642857142857144,9,2,1,9,10,10,2
108,0,2,-2.9642857142857144,-2.9642857142857144,-3.9642857142857144,3.0357142857142856,4.035714285714286,4.035714285714286,-3.9642857142857144,3,3,2,9,10,10,2
108,0,3,2.0357142857142856,1.0357142857142856,1.0357142857142856,-4.964285714285714,-1.9642857142857144,0.03571428571428559,2.0357142857142856,8,7,7,1,4,6,8
108,0,4,1.0357142857142856,4.035714285714286,3.0357142857142856,-1.9642857142857144,-3.9642857142857144,-0.9642857142857144,1.0357142857142856,7,10,9,4,2,5,7
109,0,1,-4.5,1.5,-4.5,2.5,4.5,4.5,-4.5,1,7,1,8,10,10,1
109,0,2,-4.5,1.5,-4.5,2.5,4.5,4.5,-4.5,1,7,1,8,10,10,1
109,0,3,1.5,-1.5,4.5,-2.5,-1.5,-0.5,0.5,7,4,10,3,4,5,6
109,0,4,1.5,-1.5,4.5,-2.5,-1.5,-0.5,0.5,7,4,10,3,4,5,6
110,0,1,0.17857142857142883,3.178571428571429,-4.821428571428571,2.178571428571429,3.178571428571429,4.178571428571429,-4.821428571428571,6,9,1,8,9,10,1
110,0,2,-2.821428571428571,2.178571428571429,-4.821428571428571,2.178571428571429,3.178571428571429,4.178571428571429,-4.821428571428571,3,8,1,8,9,10,1
110,0,3,2.178571428571429,0.17857142857142883,1.1785714285714288,0.17857142857142883,0.17857142857142883,0.17857142857142883,1.1785714285714288,8,6,7,6,6,6,7
110,0,4,2.178571428571429,-2.821428571428571,3.178571428571429,-2.821428571428571,-3.821428571428571,-1.8214285714285712,-1.8214285714285712,8,3,9,3,2,4,4
111,0,1,-3.0,-3.0,-4.0,1.0,4.0,4.0,-4.0,3,3,2,7,10,10,2
111,0,2,-1.0,-2.0,-3.0,0.0,3.0,4.0,-4.0,5,4,3,6,9,10,2
111,0,3,2.0,0.0,0.0,-3.0,-2.0,1.0,4.0,8,6,6,3,4,7,10
111,0,4,4.0,1.0,2.0,-2.0,-3.0,0.0,4.0,10,7,8,4,3,6,10
112,0,1,-4.75,4.25,-4.75,4.25,4.25,4.25,-4.75,1,10,1,10,10,10,1
112,0,2,-4.75,2.25,-0.75,-1.75,3.25,3.25,1.25,1,8,5,4,9,9,7
112,0,3,4.25,-2.75,3.25,-1.75,-2.75,-3.75,0.25,10,3,9,4,3,2,6
112,0,4,4.25,-2.75,3.25,-1.75,-0.75,-3.75,-0.75,10,3,9,4,5,2,5
113,0,1,-5.5,1.5,-5.5,-4.5,3.5,3.5,3.5,1,8,1,2,10,10,10
113,0,2,1.5,-0.5,-3.5,-0.5,3.5,3.5,3.5,8,6,3,6,10,10,10
113,0,3,3.5,2.5,0.5,3.5,0.5,0.5,2.5,10,9,7,10,7,7,9
113,0,4,-3.5,-4.5,3.5,-1.5,-3.5,-3.5,-4.5,3,2,10,5,3,3,2
114,0,1,-2.7857142857142856,-4.785714285714286,-4.785714285714286,-4.785714285714286,4.214285714285714,4.214285714285714,-4.785714285714286,3,1,1,1,10,10,1
114,0,2,4.214285714285714,-4.785714285714286,-4.785714285714286,-3.7857142857142856,4.214285714285714,4.214285714285714,-4.785714285714286,10,1,1,2,10,10,1
114,0,3,3.2142857142857144,-3.7857142857142856,-1.7857142857142856,-3.7857142857142856,4.214285714285714,4.214285714285714,-3.7857142857142856,9,2,4,2,10,10,2
114,0,4,4.214285714285714,4.214285714285714,4.214285714285714,4.214285714285714,-3.7857142857142856,3.2142857142857144,4.214285714285714,10,10,10,10,2,9,10
115,0,1,3.1071428571428568,3.1071428571428568,-4.892857142857143,3.1071428571428568,3.1071428571428568,3.1071428571428568,0.10714285714285676,10,10,2,10,10,10,7
115,0,2,1.1071428571428568,3.1071428571428568,-0.8928571428571432,1.1071428571428568,3.1071428571428568,3.1071428571428568,2.1071428571428568,8,10,6,8,10,10,9
115,0,3,2.1071428571428568,-4.892857142857143,2.1071428571428568,-2.8928571428571432,-3.8928571428571432,-5.892857142857143,3.1071428571428568,9,2,9,4,3,1,10
115,0,4,0.10714285714285676,-2.8928571428571432,-0.8928571428571432,-4.892857142857143,-1.8928571428571432,-5.892857142857143,3.1071428571428568,7,4,6,2,5,1,10
116,0,1,-2.0,-3.0,-5.0,-5.0,-1.0,3.0,-4.0,4,3,1,1,5,9,2
116,0,2,1.0,-1.0,-1.0,0.0,2.0,2.0,1.0,7,5,5,6,8,8,7
116,0,3,4.0,1.0,2.0,2.0,1.0,-1.0,2.0,10,7,8,8,7,5,8
116,0,4,4.0,3.0,4.0,3.0,-5.0,-4.0,-3.0,10,9,10,9,1,2,3
117,0,1,-0.7857142857142856,-4.785714285714286,-4.785714285714286,-1.7857142857142856,4.214285714285714,4.214285714285714,-4.785714285714286,5,1,1,4,10,10,1
117,0,2,-2.7857142857142856,-3.7857142857142856,-3.7857142857142856,0.2142857142857144,4.214285714285714,4.214285714285714,-4.785714285714286,3,2,2,6,10,10,1
117,0,3,-0.7857142857142856,-1.7857142857142856,0.2142857142857144,-0.7857142857142856,4.214285714285714,4.214285714285714,-4.785714285714286,5,4,6,5,10,10,1
117,0,4,3.2142857142857144,3.2142857142857144,4.214285714285714,3.2142857142857144,-0.7857142857142856,-1.7857142857142856,3.2142857142857144,9,9,10,9,5,4,9
118,0,1,-0.39285714285714324,1.6071428571428568,2.6071428571428568,0.6071428571428568,-5.392857142857143,-5.392857142857143,-2.3928571428571432,6,8,9,7,1,1,4
118,0,2,-5.392857142857143,-0.39285714285714324,-4.392857142857143,-2.3928571428571432,3.6071428571428568,3.6071428571428568,-5.392857142857143,1,6,2,4,10,10,1
118,0,3,-0.39285714285714324,3.6071428571428568,0.6071428571428568,3.6071428571428568,3.6071428571428568,3.6071428571428568,-2.3928571428571432,6,10,7,10,10,10,4
118,0,4,3.6071428571428568,1.6071428571428568,3.6071428571428568,2.6071428571428568,-4.392857142857143,-2.3928571428571432,2.6071428571428568,10,8,10,9,2,4,9
119,0,1,1.8214285714285712,0.8214285714285712,-7.178571428571429,0.8214285714285712,1.8214285714285712,1.8214285714285712,1.8214285714285712,10,9,1,9,10,10,10
119,0,2,1.8214285714285712,1.8214285714285712,-7.178571428571429,0.8214285714285712,1.8214285714285712,1.8214285714285712,1.8214285714285712,10,10,1,9,10,10,10
119,0,3,1.8214285714285712,0.8214285714285712,-4.178571428571429,1.8214285714285712,-0.17857142857142883,1.8214285714285712,1.8214285714285712,10,9,4,10,8,10,10
119,0,4,1.8214285714285712,-5.178571428571429,1.8214285714285712,0.8214285714285712,-2.178571428571429,-7.178571428571429,1.8214285714285712,10,3,10,9,6,1,10
120,0,1,-1.8928571428571432,0.10714285714285676,-4.892857142857143,-2.8928571428571432,4.107142857142857,4.107142857142857,-3.8928571428571432,4,6,1,3,10,10,2
120,0,2,-0.8928571428571432,1.1071428571428568,-1.8928571428571432,-1.8928571428571432,4.107142857142857,3.1071428571428568,-3.8928571428571432,5,7,4,4,10,9,2
120,0,3,-0.8928571428571432,2.1071428571428568,2.1071428571428568,1.1071428571428568,-2.8928571428571432,-2.8928571428571432,2.1071428571428568,5,8,8,7,3,3,8
120,0,4,2.1071428571428568,2.1071428571428568,3.1071428571428568,3.1071428571428568,-4.892857142857143,-2.8928571428571432,2.1071428571428568,8,8,9,9,1,3,8
121,0,1,3.178571428571429,-3.821428571428571,-4.821428571428571,-2.821428571428571,4.178571428571429,4.178571428571429,-3.821428571428571,9,2,1,3,10,10,2
121,0,2,-2.821428571428571,-3.821428571428571,-1.8214285714285712,-3.821428571428571,3.178571428571429,4.178571428571429,-3.821428571428571,3,2,4,2,9,10,2
121,0,3,-2.821428571428571,3.178571428571429,2.178571428571429,3.178571428571429,0.17857142857142883,1.1785714285714288,3.178571428571429,3,9,8,9,6,7,9
121,0,4,2.178571428571429,4.178571428571429,4.178571428571429,4.178571428571429,-3.821428571428571,-4.821428571428571,-3.821428571428571,8,10,10,10,2,1,2
122,0,1,1.0,-5.0,3.0,-6.0,-6.0,-4.0,3.0,8,2,10,1,1,3,10
122,0,2,1.0,2.0,-1.0,1.0,-1.0,2.0,0.0,8,9,6,8,6,9,7
122,0,3,0.0,3.0,-2.0,0.0,2.0,2.0,0.0,7,10,5,7,9,9,7
122,0,4,2.0,2.0,0.0,0.0,0.0,-1.0,2.0,9,9,7,7,7,6,9
123,0,1,-3.928571428571429,-1.9285714285714288,-3.928571428571429,-2.928571428571429,5.071428571428571,5.071428571428571,-3.928571428571429,1,3,1,2,10,10,1
123,0,2,-3.928571428571429,-1.9285714285714288,-2.928571428571429,-2.928571428571429,5.071428571428571,5.071428571428571,-3.928571428571429,1,3,2,2,10,10,1
123,0,3,1.0714285714285712,2.071428571428571,2.071428571428571,-1.9285714285714288,2.071428571428571,3.071428571428571,-0.9285714285714288,6,7,7,3,7,8,4
123,0,4,5.071428571428571,4.071428571428571,5.071428571428571,2.071428571428571,-3.928571428571429,-3.928571428571429,-3.928571428571429,10,9,10,7,1,1,1
124,0,1,2.2142857142857144,-4.785714285714286,-3.7857142857142856,3.2142857142857144,2.2142857142857144,4.214285714285714,-4.785714285714286,8,1,2,9,8,10,1
124,0,2,-3.7857142857142856,2.2142857142857144,-1.7857142857142856,-0.7857142857142856,2.2142857142857144,4.214285714285714,-4.785714285714286,2,8,4,5,8,10,1
124,0,3,0.2142857142857144,3.2142857142857144,1.2142857142857144,0.2142857142857144,3.2142857142857144,3.2142857142857144,-4.785714285714286,6,9,7,6,9,9,1
124,0,4,4.214285714285714,1.2142857142857144,3.2142857142857144,2.2142857142857144,-3.7857142857142856,-4.785714285714286,-4.785714285714286,10,7,9,8,2,1,1
125,0,1,-0.8571428571428568,0.14285714285714324,-3.8571428571428568,1.1428571428571432,4.142857142857143,4.142857142857143,-2.8571428571428568,5,6,2,7,10,10,3
125,0,2,-0.8571428571428568,2.1428571428571432,-3.8571428571428568,0.14285714285714324,3.1428571428571432,3.1428571428571432,-2.8571428571428568,5,8,2,6,9,9,3
125,0,3,-0.8571428571428568,3.1428571428571432,2.1428571428571432,3.1428571428571432,-2.8571428571428568,-1.8571428571428568,-2.8571428571428568,5,9,8,9,3,4,3
