sid,group,nam,progressive,dwipc,dwfpc,sc_flat,sc_lep,sc_streaks
79,0,3,False,0.6666666666666667,0.7333333333333334,0.28163549783549785,0.2566335465573271,0.36342555047038416
80,0,3,False,0.4666666666666667,0.8111111111111111,0.3087145743145744,0.28264419404125285,0.29553809349457955
81,0,3,True,0.6111111111111112,0.7999999999999998,0.43924242424242427,0.3325906553856321,0.3396716262480075
83,0,2,False,0.5444444444444444,0.7777777777777777,0.40106666666666674,0.42629655007154005,0.3622467651766198
85,0,3,True,0.6333333333333333,0.9333333333333333,0.6604492063492065,0.6075631256675857,0.6361990779217669
88,0,1,True,0.5777777777777777,0.4888888888888888,0.4942590187590188,0.35339006081415925,0.558624598481461
89,0,2,False,0.6222222222222222,0.7333333333333332,0.4969,0.38307926829268296,0.3938378557537596
90,0,2,False,0.6444444444444444,0.7333333333333333,0.2006269841269841,0.17240001799442092,0.4307175277287911
91,0,1,False,0.5555555555555556,0.7222222222222221,0.3110969696969697,0.20855025822131096,0.33530453362154444
92,0,2,False,0.5111111111111111,0.6,0.18433477633477632,0.30951020227336024,0.2320007009929491
93,0,1,True,0.6222222222222222,0.6111111111111112,0.2959269841269841,0.3035301237085793,0.5240698103329287
94,0,2,True,0.5666666666666667,0.7222222222222221,0.4770846153846154,0.46745730045148653,0.45103478787452383
95,0,1,False,0.5444444444444445,0.6888888888888889,0.5724000000000001,0.5538461538461537,0.5934937560469475
97,0,1,False,0.5888888888888888,0.711111111111111,0.1836948051948052,0.3072445833061411,0.3941738140625853
98,0,0,True,0.5888888888888888,0.6,0.408,0.40612449799196754,0.5045542927755204
99,0,2,True,0.7777777777777778,0.8333333333333334,0.49987777777777775,0.334069942869956,0.45533140873870903
100,0,3,False,0.7444444444444445,0.9444444444444444,0.3975064935064935,0.2635465884135572,0.36288493699879304
101,0,2,False,0.5888888888888888,0.6888888888888889,0.5564444444444443,0.593702546748232,0.519690575778424
102,0,2,False,0.5333333333333333,0.5777777777777777,0.4418138528138529,0.3246775728535875,0.3829611532157829
103,0,2,True,0.4222222222222222,0.6444444444444444,0.3187111111111111,0.3041717378612918,0.37842655570317474
104,0,3,False,0.8,0.6888888888888889,0.566523964923965,0.38359270065619255,0.4640232724359709
108,0,1,True,0.6222222222222222,0.5,0.42165555555555556,0.2598229015041239,0.5521563399816825
109,0,1,True,0.6111111111111112,0.6444444444444444,0.21653737373737375,0.21339093748732363,0.4034430266316924
110,0,2,True,0.4111111111111111,0.7666666666666666,0.21454545454545457,0.16811355760142815,0.31143528354122363
112,0,2,True,0.4666666666666667,0.7444444444444445,0.4732323232323233,0.4804484441732766,0.4885104277607338
113,0,3,False,0.7666666666666666,0.7444444444444445,0.4891539682539683,0.421755489059922,0.5560178694909748
114,0,1,True,0.5777777777777777,0.6444444444444444,0.41480808080808085,0.34250598225441,0.5014500613223557
115,0,3,False,0.6888888888888889,0.8888888888888888,0.44877777777777783,0.4435192743764173,0.427506219691932
116,0,3,False,0.6,0.6777777777777778,0.3402555555555556,0.4672654217762914,0.4292720101959233
117,0,2,True,0.6333333333333333,0.8222222222222222,0.27664285714285713,0.29378045074832876,0.390896944626998
118,0,2,False,0.6777777777777777,0.6,0.22474603174603175,0.30233987534407736,0.4986110501327893
119,0,0,True,0.6111111111111112,0.5222222222222221,0.4181333333333332,0.4174029451137885,0.4175841364256427
123,0,3,False,0.8,0.8111111111111111,0.35890158730158733,0.23910052910052912,0.3727851424726957
124,0,2,True,0.5888888888888888,0.6777777777777778,0.2163888888888889,0.2146630183960503,0.2767903358388434
125,0,2,True,0.6444444444444444,0.8666666666666667,0.1571111111111111,0.23051731110759435,0.3111978344821482
126,0,1,True,0.7333333333333332,0.7555555555555555,0.24715555555555555,0.24814814814814845,0.4181651224500962
127,0,2,False,0.711111111111111,0.8777777777777778,0.22319999999999998,0.23506976744186062,0.30411143430824716
128,0,3,False,0.6666666666666667,0.8666666666666666,0.30140606060606057,0.27116665840070103,0.2783783186822872
129,0,2,False,0.5444444444444445,0.6,0.5306349206349206,0.45467858537323896,0.484647997889277
130,0,3,True,0.6444444444444444,0.8333333333333334,0.27561538461538465,0.2523584786772861,0.33907855828086086
132,0,2,False,0.4666666666666667,0.7333333333333334,0.183830303030303,0.19507220394752778,0.23848005183335394
133,0,3,True,0.47777777777777775,0.9333333333333333,0.4894909090909092,0.28305250783699076,0.3117765702942076
134,0,2,False,0.5222222222222221,0.7999999999999999,0.31933333333333336,0.3694468494468494,0.3468754024928981
137,0,2,True,0.5222222222222221,0.6777777777777778,0.5375584415584416,0.5405687516343256,0.4658389277657803
140,0,2,False,0.5,0.7555555555555555,0.3233333333333333,0.19016759679410292,0.4143623115442034
141,0,2,False,0.6666666666666667,0.7777777777777777,0.2533444444444444,0.106751884627991,0.2972488280692229
142,0,3,False,0.7222222222222221,0.8111111111111111,0.33257142857142863,0.28422673422673417,0.35753341319946724
143,0,2,True,0.7,0.8333333333333333,0.22089682539682542,0.14287807246668027,0.280092711290424
145,0,2,True,0.6444444444444444,0.5888888888888888,0.2565128205128205,0.1909302375439499,0.34279341715133715
146,0,3,False,0.6444444444444444,0.9777777777777777,0.47952857142857147,0.41622511666371337,0.4905863557147824
147,0,1,False,0.5888888888888888,0.8111111111111111,0.46640909090909094,0.4681435137895811,0.35444606645654975
148,0,2,True,0.6888888888888889,0.7444444444444445,0.3955238095238095,0.33052802486176097,0.4513268212743513
153,0,3,True,0.7,0.8444444444444443,0.5631298701298701,0.560679958807712,0.3964023486973509
154,0,3,True,0.611111111111111,0.8666666666666667,0.36883333333333335,0.2904914898510723,0.27688907293686704
155,0,3,False,0.7333333333333332,0.8777777777777778,0.4552207792207792,0.4492886861074978,0.37049702587043537
156,0,3,False,0.6444444444444444,0.8222222222222222,0.49326190476190473,0.4669366340066266,0.4791041943093026
157,0,2,True,0.7,0.7555555555555555,0.4721777777777778,0.32048171990645613,0.421045465834855
158,0,3,False,0.7999999999999999,0.8333333333333333,0.5288333333333334,0.537462198514208,0.48503001628001624
159,0,1,False,0.7666666666666666,0.5444444444444444,0.512,0.5127175368139224,0.5360041832627849
160,0,3,True,0.7777777777777777,0.9111111111111111,0.4032050505050505,0.4117954996742875,0.31681237930199185
161,0,3,False,0.7,0.8777777777777778,0.332989898989899,0.37076402792388224,0.3437655390699461
162,0,2,True,0.4666666666666667,0.6555555555555554,0.4499555555555556,0.4769306824862381,0.43044542334484354
163,0,3,False,0.6,0.6222222222222222,0.606097902097902,0.5219504166662531,0.46941045091706946
164,0,2,True,0.7,0.6777777777777778,0.3263111111111111,0.32477258915658963,0.3610161802540639
166,0,0,True,0.5333333333333332,0.4666666666666667,0.5696952380952383,0.5679671065213237,0.6271837933303491
168,0,0,True,0.4,0.42222222222222217,0.4527142857142857,0.45051635111876087,0.42683080310411725
169,0,3,True,0.5222222222222221,0.7999999999999998,0.41640000000000005,0.3456337060294019,0.36333734862267286
170,0,3,False,0.6666666666666666,0.711111111111111,0.3186222222222222,0.3545001068254667,0.42402380562335246
171,0,2,True,0.5111111111111111,0.8,0.3057777777777778,0.3326663527934716,0.39856110035990117
172,0,2,True,0.7444444444444445,0.7,0.6523088023088024,0.6465957770305596,0.5203513119401787
173,0,2,False,0.6222222222222222,0.7777777777777777,0.3134190476190476,0.18656410495120176,0.3212464285714286
175,0,3,False,0.7,0.6222222222222221,0.24852539682539682,0.32941005309056776,0.42061536944212374
176,0,1,True,0.6777777777777778,0.7,0.06999999999999998,0.03528225806451612,0.19752708819462445
178,0,2,True,0.6333333333333333,0.6111111111111112,0.4156285714285714,0.2516588310716958,0.5196007737394348
179,0,3,True,0.6333333333333333,0.8999999999999999,0.4996666666666667,0.3561976336050724,0.44200378744204416
180,0,3,True,0.8666666666666666,0.9777777777777777,0.5772605616605617,0.5759497067476067,0.38863289168733545
181,0,2,True,0.5555555555555556,0.6777777777777778,0.1616111111111111,0.1940300972451684,0.2598173869975144
182,0,1,True,0.6555555555555554,0.6777777777777778,0.14916190476190477,0.266590053332383,0.3449352548036757
183,0,2,False,0.6666666666666665,0.6888888888888889,0.4859428571428572,0.35838029038776,0.4571308381403337
184,0,1,True,0.6,0.6888888888888889,0.5052181818181819,0.5119598471537924,0.4418945421087979
185,0,3,False,0.6222222222222222,0.8111111111111111,0.44685726495726497,0.3588266851759268,0.4322210349518229
186,0,2,False,0.8222222222222222,0.7888888888888888,0.5407544011544012,0.30729390302561005,0.49441361398463773
187,0,1,True,0.4,0.5,0.34398168498168497,0.19308012448256337,0.46517833121884683
188,0,2,False,0.5777777777777777,0.7222222222222221,0.2719857142857143,0.31885487787269085,0.3904914107853287
190,0,1,True,0.5777777777777777,0.5111111111111111,0.4854909090909091,0.48744067177802214,0.5692293448308698
191,0,3,False,0.611111111111111,0.8777777777777778,0.39255411255411254,0.38781618708089316,0.47114743825541766
192,0,2,True,0.5555555555555556,0.7222222222222221,0.14707878787878784,0.27324830584324244,0.3635440261197837
194,0,3,True,0.7555555555555555,0.9444444444444444,0.3531111111111111,0.3219365846177441,0.38135896951373127
196,0,1,True,0.4,0.5222222222222221,0.11461212121212117,0.15107496130812192,0.30534298513986013
197,0,1,True,0.6555555555555554,0.5444444444444444,0.3126984126984127,0.3903689836149513,0.503666077297292
199,1,3,False,0.611111111111111,0.8777777777777778,0.3250666666666666,0.22446969696969699,0.31643412890463707
200,1,3,False,0.7666666666666666,0.7333333333333332,0.43682657342657344,0.42883721446961864,0.4250937958380358
201,1,3,False,0.6444444444444444,0.8333333333333333,0.534949494949495,0.5194380705560829,0.3864344778784433
202,1,2,False,0.8666666666666667,0.7777777777777777,0.6035989898989899,0.5731380201299986,0.48588207147075224
203,1,1,False,0.7555555555555555,0.5111111111111111,0.553584126984127,0.6075674739853845,0.5558542102054319
204,1,2,False,0.5999999999999999,0.711111111111111,0.4802571428571429,0.32796624937818636,0.464218013521198
205,1,3,False,0.5111111111111111,0.911111111111111,0.28877777777777774,0.2920162835249043,0.31956312935253156
206,1,2,False,0.7222222222222222,0.711111111111111,0.18784285714285714,0.10995919630927942,0.40153666557098083
207,1,3,False,0.7444444444444444,0.8555555555555555,0.22966666666666663,0.27494759564662125,0.24201906364908837
208,1,2,False,0.5444444444444445,0.6777777777777778,0.5279494949494951,0.537107725137386,0.4401450711597771
209,1,3,False,0.6222222222222222,0.7999999999999999,0.3598545454545455,0.402476224793993,0.33640854535876186
210,1,1,False,0.8222222222222222,0.5888888888888888,0.6266285714285715,0.6251290877796901,0.651755925688661
211,1,1,False,0.45555555555555555,0.6333333333333333,0.33609523809523817,0.2751721170395871,0.3642937309603979
212,1,1,True,0.6444444444444444,0.6333333333333333,0.5536984126984128,0.5630762549668185,0.5478526086038942
213,1,3,True,0.6333333333333333,0.7222222222222221,0.4613222222222222,0.35880162259238346,0.38388476315187164
214,1,3,True,0.7777777777777777,0.8,0.5500666666666667,0.542021625163827,0.4615501272892914
215,1,0,True,0.4111111111111111,0.45555555555555555,0.5101746031746033,0.5122234971632563,0.5401104842171981
216,1,3,False,0.7,0.8444444444444443,0.41207070707070714,0.39783516466167795,0.37865596432110193
217,1,3,False,0.6222222222222222,0.8333333333333333,0.5343,0.3714275615133154,0.33280633802033255
218,1,3,False,0.47777777777777775,0.8888888888888888,0.5505743145743145,0.334462943387362,0.3499122204097277
219,1,2,True,0.7,0.7888888888888888,0.5235301587301587,0.40600300329358785,0.4284887655634348
220,1,2,True,0.6444444444444444,0.611111111111111,0.38743636363636363,0.28557889453541624,0.4349296297100217
223,1,3,True,0.6555555555555554,0.9,0.4648571428571429,0.323920831490491,0.4214973072562359
224,1,1,True,0.5333333333333332,0.4888888888888889,0.19356363636363635,0.1943410003650972,0.5850882563003776
225,1,2,False,0.4777777777777778,0.8111111111111111,0.5146112554112553,0.48951311799289376,0.45077766376387934
226,1,1,False,0.6444444444444444,0.7222222222222221,0.5484952380952381,0.3262474562474563,0.6552011974380395
227,1,1,False,0.4666666666666667,0.4666666666666666,0.5481809523809523,0.5525906256930926,0.5652925951238316
228,1,3,False,0.5666666666666667,0.9888888888888888,0.5512671328671329,0.4674524829688682,0.5448799560183262
229,1,3,True,0.5555555555555556,0.7444444444444445,0.43422222222222223,0.4130715980147799,0.35133093245911634
231,1,1,True,0.5333333333333333,0.5777777777777777,0.2111151515151515,0.28330625236238266,0.39836444336981386
232,1,2,False,0.6444444444444444,0.6333333333333333,0.30282929292929295,0.28922427583454924,0.27742248358722577
233,1,2,False,0.26666666666666666,0.7999999999999999,0.383,0.3642724619553887,0.32371466105247815
234,1,2,False,0.6,0.6777777777777778,0.37685844155844156,0.31461712422797333,0.41380825354595585
235,1,2,False,0.6222222222222222,0.7555555555555555,0.44771558441558446,0.3520800362295209,0.3595983693486028
236,1,1,True,0.6777777777777778,0.5777777777777777,0.61,0.6117804551539487,0.5493541104795635
237,1,1,True,0.7333333333333334,0.7888888888888889,0.5072565656565657,0.5518359692126511,0.48837412587412593
238,1,2,False,0.6444444444444444,0.9222222222222222,0.5438714063714065,0.4721915449049594,0.4668442732424946
239,1,2,False,0.5333333333333332,0.6666666666666666,0.47745252525252535,0.44672772976037595,0.40228961639162836
240,1,3,True,0.36666666666666664,0.8555555555555554,0.4320151515151516,0.368906685352538,0.4493948552307686
241,1,3,False,0.5555555555555556,0.8333333333333333,0.4897881673881674,0.29933466874256365,0.4157827227815707
242,1,3,False,0.7222222222222221,0.8222222222222222,0.49166666666666664,0.4271894662519662,0.40155607283840045
243,1,3,False,0.7666666666666666,0.9444444444444444,0.5105454545454545,0.3605599522286978,0.34833865113029294
244,1,2,True,0.7222222222222221,0.8888888888888888,0.5576216450216451,0.4985926834398622,0.35569947667873314
245,1,2,False,0.7777777777777777,0.7999999999999998,0.6276666666666667,0.6141088783819277,0.5059538979163726
246,1,2,False,0.6666666666666665,0.8666666666666667,0.27965555555555555,0.28267808516949405,0.35289494115724096
247,1,2,True,0.42222222222222217,0.8111111111111111,0.5248727272727274,0.5772088267870832,0.4355651109209946
248,1,3,True,0.7999999999999998,0.8111111111111111,0.5489997113997115,0.6702654925112552,0.4489589628478516
249,1,1,False,0.5,0.6888888888888889,0.5706095238095239,0.4975573192239856,0.5239053370871554
250,1,3,False,0.7,0.8555555555555555,0.31370764790764794,0.34611534264338095,0.30838124068335504
251,1,3,False,0.8333333333333334,0.9444444444444444,0.3807434343434344,0.35134688428609023,0.35403169855054
252,1,3,False,0.8777777777777778,0.9222222222222222,0.28467460317460314,0.27649927341828767,0.28242229565039334
253,1,2,False,0.5888888888888888,0.7666666666666666,0.18778701298701297,0.15580472087825037,0.3170244840418108
254,1,3,False,0.5333333333333333,0.6,0.4660317460317461,0.3961328996097102,0.4773289248359277
255,1,2,False,0.6222222222222222,0.5999999999999999,0.5988428571428571,0.6608085947040989,0.5861208879687141
256,1,3,False,0.6333333333333333,0.7666666666666666,0.6199238095238095,0.570080254323952,0.5674996823442022
257,1,3,True,0.6888888888888889,0.9222222222222222,0.458301875901876,0.37342109054666955,0.5240521734206421
258,1,2,True,0.6444444444444444,0.7999999999999998,0.5631880341880343,0.3539055080721746,0.4599433181556513
259,1,1,True,0.6111111111111112,0.5111111111111111,0.23260909090909093,0.18923505990960302,0.42195060531099504
261,1,2,False,0.5666666666666667,0.8555555555555555,0.5523636363636365,0.5507582618787175,0.4698137525607179
262,1,1,True,0.6,0.7555555555555555,0.4724000000000001,0.2390688259109311,0.5389970484268732
263,1,3,False,0.6333333333333333,0.8555555555555554,0.5683965811965812,0.56912955465587,0.4855271190281781
264,1,3,False,0.6444444444444444,0.6555555555555554,0.48542857142857143,0.4126734233124165,0.39120073999201344
265,1,2,False,0.6111111111111112,0.7111111111111111,0.6112229437229437,0.5082466985876077,0.5895871152305822
267,1,3,False,0.6555555555555554,0.9666666666666666,0.43668484848484856,0.35332837409967216,0.274583656587967
268,1,2,False,0.6222222222222222,0.7999999999999999,0.5822753246753248,0.4978079306142547,0.38606564790599845
269,1,3,False,0.7999999999999998,0.8999999999999999,0.340188888888889,0.36080689164106483,0.35362662565561126
270,1,3,False,0.7666666666666666,0.9,0.520620634920635,0.4018372011251759,0.42665655332321994
271,1,0,True,0.4555555555555555,0.5777777777777777,0.3810000000000001,0.3790877796901893,0.34421119048914667
272,1,1,True,0.7666666666666666,0.6555555555555554,0.7291818181818183,0.7321102592186932,0.6126337929747021
274,1,1,False,0.7,0.7666666666666666,0.13633333333333333,0.13353413654618476,0.5041123070232659
275,1,2,True,0.5555555555555555,0.7,0.4974545454545455,0.3745962557621755,0.427107516897456
276,1,2,False,0.711111111111111,0.7222222222222221,0.5918279498279498,0.5343875149377995,0.46683854367765865
277,1,3,True,0.7999999999999999,0.7222222222222221,0.5188666666666667,0.5165414628464944,0.2886388924099661
278,1,2,True,0.7,0.7333333333333334,0.5428857142857143,0.5410499139414805,0.4782642320761682
280,1,3,True,0.711111111111111,0.8111111111111111,0.3437010101010102,0.2756205657067727,0.3049197027266919
281,1,1,True,0.5555555555555556,0.7888888888888888,0.478339393939394,0.4885932740099406,0.38548227634434534
282,1,2,False,0.7888888888888888,0.7555555555555555,0.5697242424242425,0.5918683358225694,0.47331201492192204
283,1,3,False,0.7555555555555555,0.9555555555555555,0.4295151515151515,0.33914555389965206,0.407487328284742
284,1,3,False,0.7333333333333334,0.8111111111111111,0.5196363636363638,0.2872909487941816,0.3657197591226455
285,1,3,False,0.6444444444444444,0.9111111111111111,0.34657142857142853,0.3998356581689915,0.3487726105738527
286,1,3,True,0.7666666666666666,0.7888888888888888,0.5295333333333334,0.4936984555405605,0.47571955496792107
287,1,3,False,0.7222222222222221,0.9333333333333331,0.3883333333333333,0.29927248677248686,0.3655969955969956
288,1,0,True,0.5666666666666667,0.6666666666666667,0.6062285714285714,0.6046471600688464,0.6307629707988904
289,1,3,False,0.7555555555555555,0.8999999999999999,0.4784848484848485,0.4169062883906634,0.39097480453908406
290,1,2,False,0.5666666666666667,0.7333333333333333,0.5344793650793651,0.46914113999606233,0.44811764374407875
291,1,3,True,0.6444444444444444,0.7999999999999998,0.49607142857142866,0.4564488375281248,0.49475282053095126
293,1,2,False,0.711111111111111,0.6777777777777778,0.3587539682539682,0.46994762619762676,0.4335464035464036
294,1,3,True,0.8111111111111111,0.7222222222222221,0.23545454545454544,0.37468055013655915,0.36093879767505616
295,1,2,False,0.6444444444444444,0.5444444444444445,0.3422523809523809,0.20307718341612327,0.48018286630489215
296,1,3,False,0.5222222222222221,0.8777777777777778,0.5493597513597515,0.5204154416137887,0.3472471820034933
297,1,2,False,0.7444444444444445,0.7555555555555555,0.4481444444444445,0.3420246913580248,0.3784824458714214
298,1,2,False,0.7,0.8222222222222222,0.5208968253968255,0.47072518947518943,0.5150039074238282
299,1,1,False,0.7,0.5333333333333333,0.5125809523809525,0.5197502519526331,0.458357335136784
300,1,3,True,0.6,0.6888888888888889,0.57529898989899,0.5768303283052858,0.5735601865536075
302,1,3,False,0.5333333333333333,0.8555555555555555,0.39991341991341994,0.35301172405915504,0.4136845384125819
304,1,3,False,0.7555555555555555,0.9444444444444444,0.5285454545454548,0.45676682074987157,0.4279882809784359
305,1,1,False,0.5777777777777777,0.8555555555555554,0.5075050505050506,0.4723997871647153,0.2883206435955704
306,1,2,False,0.7,0.611111111111111,0.630511111111111,0.6296636325591128,0.5380538270734351
307,1,3,False,0.5555555555555556,0.8444444444444443,0.5476456876456877,0.5515405362885468,0.5487714860345325
308,1,2,True,0.7888888888888888,0.8333333333333333,0.5823246753246755,0.3843493241452425,0.40748966942148757
309,1,1,True,0.6333333333333333,0.5,0.3902277167277167,0.2015639032684493,0.6190517097873021
310,1,2,False,0.5888888888888888,0.6666666666666666,0.4815878787878788,0.37126681145158186,0.5032374258585927
311,1,3,True,0.6333333333333333,0.8222222222222222,0.43190014430014434,0.4257638886523623,0.39395087640878895
312,1,1,False,0.6888888888888889,0.7888888888888889,0.4145467532467533,0.4162115996453348,0.49394296210073335
313,1,3,False,0.8111111111111111,0.8444444444444444,0.3804888888888889,0.4246490355111045,0.3178978457103939
314,1,3,True,0.6666666666666666,0.8777777777777778,0.3116666666666667,0.18058712121212117,0.346832597587641
315,1,3,True,0.7888888888888888,0.7222222222222221,0.3512222222222222,0.3835654996712689,0.3329264238271591
316,1,3,False,0.6666666666666666,0.8222222222222222,0.35281746031746036,0.40482089121857345,0.45516863262398977
317,1,3,True,0.7666666666666666,0.7888888888888888,0.4204111111111112,0.39316285301999615,0.3566948158892717
319,1,2,True,0.611111111111111,0.7,0.2435515151515151,0.19748055962681987,0.4274019985903713
320,1,3,False,0.5666666666666667,0.9111111111111111,0.381288888888889,0.35342909194329075,0.35436513525598046
321,1,2,False,0.4888888888888889,0.7,0.5143333333333333,0.3933704963466868,0.437779090545666
322,1,3,False,0.6777777777777778,0.8555555555555555,0.6287285714285715,0.4470864421037233,0.47595863405170685
323,1,1,True,0.5888888888888888,0.7666666666666666,0.5797111111111111,0.5555360976918948,0.434191637630662
324,1,2,True,0.6555555555555554,0.7333333333333332,0.3418920634920635,0.25802384513566695,0.21337805492567408
