form,sid,grp,ntm,loss,aic,bic,tau,pc_coef,dlp_coef,rlp_coef,mlp_coef,relt_coef
RELT,171,1,3,284.87027002384497,631.74054004769,740.9058285014197,1.1337310742422269,,,,,1.9839929116292991
PC + dLP,171,1,3,295.4888573969873,652.9777147939748,762.1430032477043,5.1793733869408065,-0.10341826935317676,-1.1705068826685172,,,
PC + rLP,171,1,3,275.3958156187981,612.7916312375963,721.9569196913259,4.402676240894223,-1.3804830035824354,,-2.74973708123162,,
PC + mLP,171,1,3,325.15505305392725,712.3101061078545,821.4753945615843,9.275787069106018,-0.13633398255959756,,,0.18130262059159447,
PC + RELT,171,1,3,284.75483036144755,631.5096607228951,740.6749491766248,3.753886820348364,0.0660876426282343,,,,0.6196950408441435
dLP + rLP,171,1,3,264.033758456585,590.06751691317,699.2328053668997,5.780326732223532,,-1.4080899556040758,-1.30227467544724,,
dLP + mLP,171,1,3,295.11451670058943,652.2290334011789,761.3943218549084,6.4055652278014055,,-0.9387036279050264,,0.13480404141841582,
dLP + RELT,171,1,3,243.49656661479438,548.9931332295887,658.1584216833184,10.01915940740044,,-0.7818260143471688,,,0.2328963638020341
rLP + mLP,171,1,3,261.1514228471066,584.3028456942131,693.4681341479428,7.906599771059589,,,-1.8380123536862285,1.14987483568378,
rLP + RELT,171,1,3,257.8733442295502,577.7466884591004,686.91197691283,4.643256418425465,,,-1.5390115163655478,,0.6230102904171152
mLP + RELT,171,1,3,284.77830379973864,631.5566075994773,740.7218960532068,5.556564733343317,,,,0.05221435937265238,0.39341078261217255
PC + dLP + rLP,171,1,3,244.7991541765201,551.5983083530401,660.7635968067697,4.772180249804862,-0.838231470515614,-1.3288073503075082,-2.442083597699272,,
PC + dLP + mLP,171,1,3,295.11384859169624,652.2276971833925,761.3929856371221,2.1092576079842646,0.014171574621102231,-2.853172597097192,,0.4237403197773941,
PC + dLP + RELT,171,1,3,227.65058820185348,517.301176403707,626.4664648574368,6.330154041414242,0.5750180260950392,-1.610377764778648,,,0.5009483706314122
PC + rLP + mLP,171,1,3,257.6741202457092,577.3482404914184,686.5135289451482,8.4642133869788,-0.26831243433422625,,-1.7728189826929923,0.8111180820431021,
PC + rLP + RELT,171,1,3,245.6156398071492,553.2312796142984,662.396568068028,3.511059911468578,-0.9688841733725222,,-3.1522340191291387,,0.6284131275026972
PC + mLP + RELT,171,1,3,283.98525382766115,629.9705076553223,739.135796109052,9.562492740571656,0.10486749703366316,,,0.13592149842356904,0.2378969710846773
dLP + rLP + mLP,171,1,3,225.7138199961901,513.4276399923801,622.5929284461098,10.15405274269321,,-0.6939230092845518,-1.4845212459117336,0.7587147545164613,
dLP + rLP + RELT,171,1,3,197.29775226303718,456.59550452607436,565.760792979804,2.9577301166144547,,-3.306880746222607,-3.23969659955482,,0.9746801783546823
dLP + mLP + RELT,171,1,3,239.93400307578003,541.8680061515599,651.0332946052897,6.310251967190025,,-1.3093951797966188,,-0.3221532244074894,0.4112927437426444
rLP + mLP + RELT,171,1,3,235.67496705917404,533.3499341183482,642.5152225720777,8.546382075851556,,,-1.4983637544564872,0.7016973488530557,0.2295444734577394
PC + dLP + rLP + mLP,171,1,3,225.6481876005709,513.2963752011419,622.4616636548715,4.040764626580232,-0.078422468963043,-1.7234002567522788,-3.7473105135436566,1.836853471978134,
PC + dLP + rLP + RELT,171,1,3,197.2621173272752,456.5242346545504,565.6895231082799,5.0732827707971815,-0.043309832572299936,-1.90826567593666,-1.9320779457574555,,0.5622671804269872
PC + dLP + mLP + RELT,171,1,3,224.81769226945084,511.6353845389017,620.8006729926312,7.935835444967968,0.6660835916757022,-1.3749373864407157,,0.3518395533072155,0.4124948212128748
PC + rLP + mLP + RELT,171,1,3,235.58780402947536,533.1756080589506,642.3408965126804,5.393859991186216,-0.07410353731821119,,-2.3919864801992348,1.0453434433930238,0.3576450200937442
dLP + rLP + mLP + RELT,171,1,3,186.5551722398146,435.1103444796292,544.2756329333588,9.062927210019133,,-1.0974443904833389,-1.5072066036059852,0.5399587906826682,0.2791351293569979
PC + dLP + rLP + mLP + RELT,171,1,3,179.07088457847775,420.14176915695566,529.3070576106852,10.234725838073349,0.4079999113572963,-1.2136960554709433,-1.2401571299897325,0.8594399965912319,0.3019379433429093
PC,172,1,3,226.49589927096724,514.9917985419345,624.1570869956641,2.7452120517004652,-2.039221658469725,,,,
dLP,172,1,3,334.7045426355355,731.409085271071,840.5743737248007,6.2286801130435085,,-0.3939248431885704,,,
rLP,172,1,3,339.6136125920637,741.2272251841274,850.3925136378571,2.8297434653872164,,,1.0136704658482223,,
mLP,172,1,3,340.1936579166541,742.3873158333082,851.5526042870379,1.8792083140675624,,,,0.4948162794224569,
RELT,172,1,3,229.77909981470788,521.5581996294159,630.7234880831454,2.426231848212116,,,,,1.6047740555378118
PC + dLP,172,1,3,224.57728119904968,511.15456239809936,620.3198508518292,3.5428381619490628,-1.5231535118788424,-0.40804264793354017,,,
PC + rLP,172,1,3,226.49409209103007,514.9881841820602,624.1534726357899,5.522859177515762,-1.0142061595310945,,-0.010533676268460123,,
PC + mLP,172,1,3,226.45561443369542,514.9112288673907,624.0765173211204,6.746157263806825,-0.8242380139060254,,,0.01847166185802207,
PC + RELT,172,1,3,213.19866072701438,488.39732145402877,597.5626099077584,4.383919376647915,-0.7470425937417813,,,,0.4842341472576404
dLP + rLP,172,1,3,333.7055708829748,729.4111417659497,838.5764302196793,8.726446526906836,,-0.23316618204232484,0.14592305137629485,,
dLP + mLP,172,1,3,324.8183325230443,711.6366650460885,820.8019534998183,3.606633848353436,,-0.8339300030171967,,0.3224179025856026,
dLP + RELT,172,1,3,228.54081332520155,519.0816266504031,628.2469151041328,7.373762824633093,,-0.1464684818278453,,,0.5138433633970829
rLP + mLP,172,1,3,331.8077576949778,725.6155153899556,834.7808038436852,4.6437627088003515,,,0.6746284761018233,0.22361736573947247,
rLP + RELT,172,1,3,217.10453894225486,496.2090778845097,605.3743663382395,4.947830760886657,,,1.0704409130976786,,0.8392982193899762
mLP + RELT,172,1,3,225.39200528712888,512.7840105742578,621.9492990279874,4.427518255823008,,,,0.26075553074514457,0.8699494313221684
PC + dLP + rLP,172,1,3,224.401467235728,510.802934471456,619.9682229251856,9.773276939100837,-0.5531604860165179,-0.15966132863237714,-0.0613769662936121,,
PC + dLP + mLP,172,1,3,224.52365855161634,511.0473171032327,620.2126055569623,9.174516575785068,-0.5830458110583431,-0.1586080748713267,,0.01545817670819649,
PC + dLP + RELT,172,1,3,212.1723711404142,486.3447422808284,595.5100307345581,6.716828239485656,-0.4789723518345564,-0.16196690606475125,,,0.30488512626701164
PC + rLP + mLP,172,1,3,226.45304786559845,514.906095731197,624.0713841849266,5.048794343076343,-1.1020507766631074,,-0.013712608336559344,0.024937714992073583,
PC + rLP + RELT,172,1,3,210.01318515869892,482.02637031739783,591.1916587711274,2.403491413882954,-1.0463019142524383,,1.2426189440652222,,1.120872212866773
PC + mLP + RELT,172,1,3,212.2196387139525,486.439277427905,595.6045658816347,3.7854026277186072,-0.7867561559950352,,,0.16833889540054894,0.5961594435458768
dLP + rLP + mLP,172,1,3,323.7057126095478,709.4114252190958,818.5767136728253,7.666135516553003,,-0.3328752139101558,0.1721329615788717,0.15358997449364709,
dLP + rLP + RELT,172,1,3,216.83537028435612,495.6707405687123,604.8360290224421,7.689901571800356,,0.07735876772922744,0.7391098586547122,,0.5505428561668461
dLP + mLP + RELT,172,1,3,223.19432233478847,508.38864466957705,617.5539331233067,3.671459451062823,,-0.4189464041737603,,0.3462281116126369,1.0117724375265484
rLP + mLP + RELT,172,1,3,212.2811051967067,486.5622103934134,595.727498847143,2.9823738098858925,,,1.7412128079250355,0.41568929277912064,1.3836461284919872
PC + dLP + rLP + mLP,172,1,3,224.33738522448425,510.6747704489685,619.8400589026983,9.097495197036467,-0.5887425464030639,-0.17315095812056105,-0.06776707179867872,0.0170537849538184,
PC + dLP + rLP + RELT,172,1,3,209.91553697729856,481.8310739545971,590.9963624083267,3.2243954066422345,-0.7990669995626096,-0.1170706121935807,0.8475913226244384,,0.8096669222592519
PC + dLP + mLP + RELT,172,1,3,210.99860075132545,483.9972015026509,593.1624899563806,4.778937026741477,-0.5990160905165216,-0.25357275637663496,,0.14580848861963105,0.4609416201630213
PC + rLP + mLP + RELT,172,1,3,208.46683993872972,478.93367987745944,588.098968331189,4.02325578914585,-0.4988273246230317,,0.814761660889162,0.20147574395865087,0.7343657323881281
dLP + rLP + mLP + RELT,172,1,3,212.2708685862041,486.5417371724082,595.7070256261378,4.927567602471068,,0.024909507973052938,1.0687845674968206,0.24968772010431756,0.8405846510363241
PC + dLP + rLP + mLP + RELT,172,1,3,208.33359432817863,478.66718865635727,587.8324771100869,6.4922894148894565,-0.3187937340503369,-0.06915283234645818,0.4595218559537832,0.1263063222019841,0.440936221941549
PC,173,1,3,231.67136431601276,525.3427286320256,634.5080170857551,9.051868642749357,-0.5041852622763683,,,,
dLP,173,1,3,317.07536702433237,696.1507340486647,805.3160225023946,8.776907880153862,,-0.3059668743362082,,,
rLP,173,1,3,182.465294125445,426.93058825089014,536.0958767046196,6.7848850360076165,,,3.1869079910272435,,
mLP,173,1,3,233.93085703665906,529.8617140733181,639.0270025270478,3.943170267129818,,,,-1.7632254337324205,
RELT,173,1,3,236.2118965348288,534.4237930696576,643.5890815233872,4.479646591297636,,,,,1.0440685114900417
PC + dLP,173,1,3,231.11580669051602,524.231613381032,633.3969018347617,8.47230546256978,-0.5128664095391985,-0.06494333756032054,,,
PC + rLP,173,1,3,181.8388246624068,425.6776493248136,534.8429377785433,11.625058648348023,-0.05267362162742461,,1.6736179330645722,,
PC + mLP,173,1,3,227.5763564110053,517.1527128220105,626.3180012757401,4.466148419917812,-0.5779086497977739,,,-0.7083926805448343,
PC + RELT,173,1,3,129.31327048576432,320.62654097152864,429.79182942525824,4.771466915858078,-1.3364821201934762,,,,1.1252959580706663
dLP + rLP,173,1,3,178.9442748723313,419.8885497446626,529.0538381983923,5.771578389117343,,-0.2394469663316701,3.513356163799382,,
dLP + mLP,173,1,3,222.00812862891445,506.0162572578289,615.1815457115586,10.460089171279533,,-0.20798207694661586,,-0.5606446854591778,
dLP + RELT,173,1,3,184.92895810108453,431.85791620216906,541.0232046558987,4.7028141817575255,,-1.0144137199249896,,,1.1364556914637145
rLP + mLP,173,1,3,181.8805945427165,425.761189085433,534.9264775391626,9.127622989471874,,,2.1539964893737373,-0.08775604814377873,
rLP + RELT,173,1,3,93.21585443680969,248.43170887361939,357.59699732734896,9.107759056762834,,,3.6365233313756216,,0.6567092429466009
mLP + RELT,173,1,3,144.69041212218158,351.38082424436317,460.5461126980929,7.328396313132644,,,,-1.1592669998449716,0.6277539963460389
PC + dLP + rLP,173,1,3,178.93350149622773,419.86700299245547,529.0322914461851,4.59555955691375,-0.018481622334745342,-0.29454788155013145,4.352425658292868,,
PC + dLP + mLP,173,1,3,221.99347028084682,505.98694056169364,615.1522290154232,8.638352151213663,-0.019876411086642908,-0.24334572179401084,,-0.6541136712758912,
PC + dLP + RELT,173,1,3,124.32330382440279,310.6466076488056,419.8118961025352,4.9551600513132685,-1.0861213971275374,-0.5231596785635632,,,1.1548429207737827
PC + rLP + mLP,173,1,3,181.776760502274,425.553521004548,534.7188094582775,5.833323868200227,-0.0657544861124879,,3.304705873671504,-0.06897213785194586,
PC + rLP + RELT,173,1,3,92.63322655220482,247.26645310440963,356.43174155813927,11.034291122264161,-0.08753172253639406,,2.6431298581878058,,0.5395067399621745
PC + mLP + RELT,173,1,3,129.29702217831502,320.59404435663004,429.75933281035964,7.422297202498664,-0.8879699963680598,,,0.04093689934798389,0.7266044286229432
dLP + rLP + mLP,173,1,3,178.1584163612459,418.3168327224918,527.4821211762214,9.87843382103533,,-0.14382106308342588,1.8257479624472108,-0.08883572221477921,
dLP + rLP + RELT,173,1,3,81.75732672984692,225.51465345969385,334.6799419134235,6.569722062157866,,-0.6512667521979705,4.527612695737067,,1.0391417086653476
dLP + mLP + RELT,173,1,3,118.90611818533846,299.81223637067694,408.9775248244066,10.255401389147805,,-0.4992619089332359,,-0.6610774751378745,0.5693680046941808
rLP + mLP + RELT,173,1,3,93.17373791835595,248.34747583671196,357.51276429044157,4.7320919717382415,,,7.2156027835651395,0.06924221178759242,1.2718496808629327
PC + dLP + rLP + mLP,173,1,3,176.36145701768132,414.72291403536263,523.8882024890921,3.6382024134989663,0.602484196588671,-0.632765395077952,5.2752171794891645,-0.8815940971218219,
PC + dLP + rLP + RELT,173,1,3,81.65142337738355,225.3028467547671,334.46813520849673,8.222886900002694,0.053113046076811526,-0.5317853921326434,3.8178713173737022,,0.8321383128386526
PC + dLP + mLP + RELT,173,1,3,118.74519962523256,299.4903992504652,408.6556877041948,5.327743571496113,0.2000270231026612,-1.0650186651726363,,-1.5189243773154173,1.1058749386912925
PC + rLP + mLP + RELT,173,1,3,90.89202775640386,243.78405551280773,352.9493439665374,11.056174010245476,-0.2980440552053871,,2.7413872810182895,0.3058320077990839,0.5691618690146244
dLP + rLP + mLP + RELT,173,1,3,81.56285604062553,225.1257120812511,334.2910005349807,7.730117512073868,,-0.5729920122845293,3.5912322465222504,-0.08501496752656322,0.8833722718966481
PC + dLP + rLP + mLP + RELT,173,1,3,78.09133822043576,218.18267644087155,327.34796489460115,8.613142964817957,0.7005998799845359,-0.8679340108076715,3.623078743574656,-0.8475935937219431,0.8465552080926307
PC,174,1,2,331.4049676476576,724.8099352953152,833.9752237490447,5.042261455251928,-0.5053470230647753,,,,
dLP,174,1,2,346.51451006034415,755.0290201206883,864.1943085744182,7.267027301140902,,-0.03311170291693158,,,
rLP,174,1,2,344.38912341095437,750.7782468219089,859.9435352756384,4.211456255204869,,,0.4803424658850138,,
mLP,174,1,2,330.05253866955275,722.1050773391055,831.2703657928353,2.506963026587341,,,,0.7336711245727279,
RELT,174,1,2,290.3952606063326,642.7905212126652,751.9558096663948,4.342853099749571,,,,,0.5483578311525963
PC + dLP,174,1,2,331.32937259512715,724.6587451902543,833.8240336439841,6.6854654172715735,-0.3787325230055034,-0.04523927750839416,,,
PC + rLP,174,1,2,330.06030693601866,722.1206138720372,831.2859023257669,4.5493230480735125,-0.5509082872191057,,0.3405492776914064,,
PC + mLP,174,1,2,329.7308540671077,721.4617081342155,830.6269965879452,6.402700360615173,-0.13225365216303828,,,0.2068022309096101,
PC + RELT,174,1,2,263.93403294488456,589.8680658897691,699.0333543434987,2.0609600583725096,-1.7411821106445635,,,,1.3033091039215643
dLP + rLP,174,1,2,344.1394812521366,750.2789625042732,859.444250958003,5.416122157787435,,-0.09167178191691602,0.3969229427067666,,
dLP + mLP,174,1,2,330.043595467805,722.0871909356099,831.2524793893398,9.578280659341074,,-0.011156710158133758,,0.1915931943865048,
dLP + RELT,174,1,2,284.8837267516685,631.767453503337,740.9327419570668,4.3884196389929935,,0.6515598034651495,,,0.5978985779224328
rLP + mLP,174,1,2,325.7575866823596,713.5151733647192,822.680461818449,4.582761882466438,,,0.6073299363054306,0.4411026980808661,
rLP + RELT,174,1,2,278.1371068921286,618.2742137842573,727.4395022379869,10.563262630213043,,,0.5334256325576038,,0.2642533845459256
mLP + RELT,174,1,2,270.7796166799686,603.5592333599373,712.7245218136668,3.8251233847105737,,,,0.5510316733910445,0.6425067353169329
PC + dLP + rLP,174,1,2,329.88204100097823,721.7640820019565,830.9293704556862,9.20384885021667,-0.2689789893740444,-0.05028751979359817,0.17682548259515007,,
PC + dLP + mLP,174,1,2,329.71605039194196,721.4321007838839,830.5973892376137,8.638680927742271,-0.09908469162262244,-0.0159258652738032,,0.15185481122407654,
PC + dLP + RELT,174,1,2,260.5279537385941,583.0559074771883,692.2211959309178,3.3191430482249844,-1.090324872668716,0.7691480725046375,,,0.8524188837465662
PC + rLP + mLP,174,1,2,325.58241704428065,713.1648340885613,822.3301225422908,3.974517052353064,0.17761152286474075,,0.7723652587412048,0.6203034946106477,
PC + rLP + RELT,174,1,2,256.26211732438907,574.5242346487782,683.6895231025079,10.445354579939668,-0.3251180371622033,,0.4374647712937975,,0.2837482972158213
PC + mLP + RELT,174,1,2,263.45302158871414,588.9060431774283,698.0713316311578,7.077364493650564,-0.6641116665193108,,,-0.12018363602472652,0.38960375100875416
dLP + rLP + mLP,174,1,2,325.7023823561948,713.4047647123897,822.5700531661194,2.28972950906226,,-0.11573306473626832,1.2268321228808243,0.8760102921519668,
dLP + rLP + RELT,174,1,2,272.14820967012037,606.2964193402407,715.4617077939705,4.651321742844399,,0.6466781668035915,1.2400491982167512,,0.6685324337486749
dLP + mLP + RELT,174,1,2,268.10924569820395,598.2184913964079,707.3837798501377,7.9487687784857215,,0.2830458612720785,,0.253441417260045,0.3228957330995592
rLP + mLP + RELT,174,1,2,258.7907082533751,579.5814165067503,688.7467049604799,4.133124649630319,,,1.3475517773551442,0.5312375224599241,0.6723660485767713
PC + dLP + rLP + mLP,174,1,2,325.5318777470559,713.0637554941118,822.2290439478413,8.852198887787381,0.07874194841507823,-0.0286262559930644,0.3491509794316876,0.27634079499924863,
PC + dLP + rLP + RELT,174,1,2,252.09274339161877,566.1854867832375,675.3507752369671,7.962768545313968,-0.4345761627891842,0.3504179363787517,0.6038391979694362,,0.3994283854607797
PC + dLP + mLP + RELT,174,1,2,259.5877727836996,581.1755455673992,690.3408340211289,7.0658901203622175,-0.7380716703232819,0.3852163878620276,,-0.1698289757383661,0.4193884800224706
PC + rLP + mLP + RELT,174,1,2,256.21053709357744,574.4210741871548,683.5863626408844,9.111002035359066,-0.3297129106919401,,0.5143942030111515,0.032475165750824625,0.3229255149225045
dLP + rLP + mLP + RELT,174,1,2,255.23538393181653,572.470767863633,681.6360563173628,6.075756166881185,,0.4237071767143549,0.95812248326142,0.3540489545905378,0.4875958748526919
PC + dLP + rLP + mLP + RELT,174,1,2,252.09253884023826,566.1850776804765,675.3503661342062,7.384267621025149,-0.4651716882009342,0.3776315118441303,0.6522058410744257,0.0025713262876460967,0.430477673205685
PC,175,1,2,338.0178132165523,738.0356264331047,847.2009148868343,1.9970280840866252,0.5807749014946219,,,,
dLP,175,1,2,338.16685356205414,738.3337071241083,847.4989955778377,4.581975481703289,,0.6410683066343087,,,
rLP,175,1,2,345.87159646181857,753.7431929236371,862.9084813773668,9.84678198495032,,,-0.06814724233191974,,
mLP,175,1,2,342.73799313166586,747.4759862633317,856.6412747170615,-1.7427013440710757,,,,-0.5378231574841574,
RELT,175,1,2,316.415547429791,694.8310948595821,803.9963833133116,6.671013862938637,,,,,0.3157839848633799
PC + dLP,175,1,2,336.27003344652746,734.5400668930548,843.7053553467847,6.9236168890902245,0.10103450584879546,0.2555440914436653,,,
PC + rLP,175,1,2,336.53853458914233,735.0770691782844,844.2423576320143,9.19097392990246,0.16973116624978432,,0.13381728861876308,,
PC + mLP,175,1,2,333.847030076919,729.694060153838,838.8593486075678,3.722160904709812,0.8611292857800049,,,-0.6988545329684263,
PC + RELT,175,1,2,315.5232811590488,693.0465623180977,802.2118507718274,6.681249696444348,-0.07419529043595671,,,,0.3670814368204833
dLP + rLP,175,1,2,336.5963293894108,735.1926587788215,844.3579472325513,6.1283715400540375,,0.650152248972235,0.21128941389368155,,
dLP + mLP,175,1,2,338.05269605274515,738.1053921054903,847.27068055922,7.587515710972731,,0.4383060612297453,,-0.03211498594102008,
dLP + RELT,175,1,2,316.36409363987616,694.7281872797522,803.8934757334821,8.88711199366377,,0.03164575423435696,,,0.23080593768852434
rLP + mLP,175,1,2,342.30724498200334,746.6144899640068,855.7797784177362,9.112778819972013,,,0.07831400975174174,0.13459519343063067,
rLP + RELT,175,1,2,314.46072846266037,690.9214569253209,800.0867453790504,8.729044286221008,,,0.14084285446646086,,0.2716431423965005
mLP + RELT,175,1,2,310.5473737094849,683.0947474189697,792.2600358726994,5.0711246726820605,,,,-0.32816359640282283,0.6123445131313664
PC + dLP + rLP,175,1,2,332.69526150543504,727.3905230108701,836.5558114645997,9.582812133204488,0.1131996441985914,0.3001584195654133,0.21961754993170368,,
PC + dLP + mLP,175,1,2,325.3043295643238,712.6086591286476,821.7739475823773,2.580104624664109,1.4696829599578036,1.8548455270678508,,-1.9654706556383237,
PC + dLP + RELT,175,1,2,314.9006220089608,691.8012440179217,800.9665324716514,4.797678769932941,-0.14989386893329001,0.2340826545892161,,,0.4978760405469626
PC + rLP + mLP,175,1,2,333.5664841491922,729.1329682983844,838.2982567521141,9.654182111746216,0.3318469881250855,,0.05912294171781599,-0.24320743338426315,
PC + rLP + RELT,175,1,2,314.3961338414447,690.7922676828894,799.9575561366189,8.271488271827126,-0.01909482865245524,,0.13231524180650178,,0.29642607453904946
PC + mLP + RELT,175,1,2,304.68306311431536,671.3661262286307,780.5314146823604,5.616015060506296,0.4701447965815616,,,-0.8261406287821407,0.5433984160952559
dLP + rLP + mLP,175,1,2,336.5521833740312,735.1043667480623,844.2696552017918,7.086583708407949,,0.536639455983593,0.1970589330928486,0.02344938829515276,
dLP + rLP + RELT,175,1,2,313.10184046735804,688.2036809347161,797.3689693884456,5.697588595133898,,0.3050459298042497,0.3318466440401219,,0.3802855379843634
dLP + mLP + RELT,175,1,2,305.15783443523867,672.3156688704776,781.4809573242071,8.103098719084944,,0.4708415001542933,,-0.3665052421754283,0.38545755718642216
rLP + mLP + RELT,175,1,2,310.53628688023514,683.0725737604703,792.2378622141997,4.330081513488682,,,-0.027137108384610347,-0.39726499705672297,0.7189252447418547
PC + dLP + rLP + mLP,175,1,2,323.71622822666853,709.4324564533371,818.5977449070668,5.832570211925237,0.6611192120604461,0.9102101015055633,0.24672326897990035,-0.8032882233078996,
PC + dLP + rLP + RELT,175,1,2,312.74903320584775,687.4980664116955,796.6633548654253,5.935747116817035,-0.06399825123341678,0.33398627970662376,0.2776824962679164,,0.3927189873154824
PC + dLP + mLP + RELT,175,1,2,296.2252299113004,654.4504598226008,763.6157482763306,5.362563356542472,0.6056204135467433,0.935068381932954,,-1.3287434543707837,0.5695304681845463
PC + rLP + mLP + RELT,175,1,2,304.63335112281464,671.2667022456293,780.431990699359,5.140941932285254,0.5153513163455808,,-0.048275938690430335,-0.9294520286477608,0.5971473414717485
dLP + rLP + mLP + RELT,175,1,2,305.0253839106338,672.0507678212676,781.2160562749973,7.882197515083765,,0.4992547310957708,0.053851207888006895,-0.3554332481798038,0.3921589250291687
PC + dLP + rLP + mLP + RELT,175,1,2,296.0898947070856,654.1797894141712,763.3450778679007,5.214417559613471,0.6239663295133843,0.987060743566708,0.08293928197870301,-1.3322566734894694,0.5784017170538512
PC,176,1,3,314.7963421286272,691.5926842572542,800.7579727109841,2.3713611982528584,-1.4503560015053358,,,,
dLP,176,1,3,301.62181352703936,665.2436270540787,774.4089155078084,6.913636584405129,,-1.0121599416780631,,,
rLP,176,1,3,342.1303091203491,746.2606182406982,855.4259066944279,7.758345527601326,,,0.2146066445750356,,
mLP,176,1,3,345.87301711982644,753.7460342396529,862.9113226933825,9.203231589105906,,,,-0.034723354952205264,
RELT,176,1,3,287.10438926195184,636.2087785239038,745.3740669776332,3.8985547882118663,,,,,0.6743298243617886
PC + dLP,176,1,3,301.43471188812237,664.8694237762447,774.0347122299744,1.7177265474338923,-0.2693366083946168,-3.708563482984241,,,
PC + rLP,176,1,3,311.52482002927917,685.0496400585585,794.2149285122881,2.74388286662236,-1.5513820391421718,,-0.659990461421064,,
PC + mLP,176,1,3,303.2950829489365,668.590165897873,777.7554543516028,7.9115489726017865,-0.5273301955455844,,,-0.2236163396511341,
PC + RELT,176,1,3,217.71003403315316,497.4200680663063,606.5853565200358,6.101225760831915,-0.8383095082030184,,,,0.5999803650974798
dLP + rLP,176,1,3,285.77174419780084,633.5434883956017,742.7087768493312,9.693067888784693,,-1.219803587348694,-0.486938988451617,,
dLP + mLP,176,1,3,296.7562361067526,655.5124722135052,764.6777606672348,5.11138008599178,,-1.4864974867217822,,-0.21353720098512935,
dLP + RELT,176,1,3,237.02469895959786,536.0493979191957,645.2146863729254,5.146934832486677,,-1.4731656435869709,,,0.539489483582021
rLP + mLP,176,1,3,340.36660513616835,742.7332102723367,851.8984987260665,5.945027895717787,,,0.3188597895393676,-0.09245798871582922,
rLP + RELT,176,1,3,275.301370937074,612.602741874148,721.7680303278778,3.819102218028252,,,0.7484137051298863,,0.7355840822180878
mLP + RELT,176,1,3,249.95323442273983,561.9064688454797,671.0717572992094,3.2611368785635664,,,,1.3050513164397708,1.5703771554475348
PC + dLP + rLP,176,1,3,285.118290821372,632.236581642744,741.4018700964737,8.771412807133983,-0.09853854549101704,-1.2157165124314948,-0.5441197212492314,,
PC + dLP + mLP,176,1,3,294.7228693360372,651.4457386720744,760.6110271258042,3.868411420969711,-0.4166520938155561,-1.404057597539489,,-0.36955680907241095,
PC + dLP + RELT,176,1,3,217.70682656748963,497.41365313497926,606.5789415887089,8.845117566077613,-0.5852476519989847,0.014227872572186415,,,0.41512291778207205
PC + rLP + mLP,176,1,3,297.22856804589964,656.4571360917993,765.6224245455288,10.427848351411097,-0.5314075904302695,,-0.2522041665071451,-0.1937381488219615,
PC + rLP + RELT,176,1,3,201.71471316333907,465.4294263266781,574.5947147804077,6.9355611609154675,-1.187284263403008,,-0.7934876794661364,,0.6159894682488432
PC + mLP + RELT,176,1,3,191.1260327548734,444.2520655097468,553.4173539634764,4.162262991952615,-1.3795126538756268,,,1.517902958954814,1.6874451371187895
dLP + rLP + mLP,176,1,3,280.1826525854856,622.3653051709712,731.5305936247008,6.98954484696864,,-1.8676065577242063,-0.7177930136806651,-0.16947095665643813,
dLP + rLP + RELT,176,1,3,224.34895921162789,510.69791842325577,619.8632068769854,10.089597612204086,,-1.2985832203044023,-0.5067173408854417,,0.27682317895266423
dLP + mLP + RELT,176,1,3,205.42357360013887,472.84714720027773,582.0124356540073,4.724598159603287,,-1.5846155414108374,,1.2123003035588518,1.2422719381291425
rLP + mLP + RELT,176,1,3,244.0735800653314,550.1471601306629,659.3124485843924,7.748719111385275,,,0.2914430633105685,0.5545578595763355,0.6636153600821212
PC + dLP + rLP + mLP,176,1,3,275.8171171557421,613.6342343114842,722.799522765214,6.374458672180974,-0.3819577019524143,-1.6114804844771211,-0.8499537696343898,-0.27818564344038604,
PC + dLP + rLP + RELT,176,1,3,198.0179768015353,458.03595360307065,567.2012420568002,10.481996718541557,-0.6037602044182322,-0.5060821472395413,-0.6463429618981061,,0.3790138049864759
PC + dLP + mLP + RELT,176,1,3,190.4524543164433,442.90490863288665,552.0701970866163,7.857909543459077,-0.6147488931008317,-0.22263858223947824,,0.8247540061330727,0.8857869993625981
PC + rLP + mLP + RELT,176,1,3,176.22528209481902,414.45056418963816,523.6158526433677,8.671564748810638,-1.0219736981507288,,-0.6510562487416115,0.7549164800290389,0.9121200425040972
dLP + rLP + mLP + RELT,176,1,3,191.15159186294872,444.30318372589744,553.468472179627,6.662866989623562,,-1.8715914126570763,-0.8411922947157866,0.9059471193362536,0.9350325864192433
PC + dLP + rLP + mLP + RELT,176,1,3,169.42537116061703,400.85074232123407,510.01603077496367,9.371306351359307,-0.6593035996456212,-0.7036696729791104,-0.7805776539123855,0.7552245595626609,0.8389577155513763
PC,177,1,1,170.94735819128584,403.89471638257174,513.0600048363013,9.367457020630557,0.5992195248441202,,,,
dLP,177,1,1,344.7434104553994,751.4868209107988,860.6521093645283,8.840571218879917,,-0.3680244372026417,,,
rLP,177,1,1,315.9856040389743,693.9712080779486,803.1364965316783,8.895070123209537,,,-0.7742176095131675,,
mLP,177,1,1,179.02829249389785,420.0565849877957,529.2218734415253,11.86471110935895,,,,-0.5661548847984919,
RELT,177,1,1,165.61869555937452,393.23739111874914,502.4026795724788,7.189284398722182,,,,,0.4667409035988225
